distance,azimuth,elevation
4.2870,0.2490,1.3639
4.3890,-0.1714,1.3322
4.4910,-0.2836,1.3019
4.5930,0.2371,1.2730
4.6950,0.1521,1.2454
4.7970,-0.0618,1.2189
4.8990,0.1730,1.1935
5.0011,0.2336,1.1691
0.1536,-90.0000,85.0613
0.1843,-6.3708,56.1459
0.2558,5.1601,36.7583
0.3431,4.5121,26.4940
0.4363,2.4703,20.5385
0.5332,-2.7434,16.6812
0.6311,-0.2449,14.0361
0.7307,1.2087,12.0921
0.8306,-0.6966,10.6189
0.9311,0.3570,9.4621
1.0319,-0.5055,8.5304
1.1328,0.2680,7.7651
1.2342,0.9285,7.1241
1.3354,0.3009,6.5819
1.4369,0.7890,6.1149
1.5383,0.4173,5.7104
1.6399,0.7314,5.3554
1.7415,0.3411,5.0424
1.8432,-0.6523,4.7633
1.9450,-0.7195,4.5136
2.0466,-0.2846,4.2891
2.1484,0.6365,4.0854
2.2502,0.3808,3.9004
2.3519,-0.0345,3.7314
2.4538,0.3063,3.5763
2.5556,0.3123,3.4336
2.6576,0.5268,3.3017
2.7594,-0.3232,3.1798
2.8613,-0.4792,3.0664
2.9631,-0.1489,2.9609
3.0651,0.2233,2.8624
3.1670,0.1351,2.7702
3.2689,-0.1315,2.6838
3.3708,0.0242,2.6026
3.4728,-0.2984,2.5261
3.5748,-0.3131,2.4540
3.6767,-0.1437,2.3859
3.7787,0.2930,2.3215
3.8806,-0.1831,2.2605
3.9825,-0.0474,2.2026
4.0845,0.0961,2.1476
4.1865,-0.1728,2.0952
4.2885,-0.1259,2.0454
4.3904,0.0202,1.9979
4.4924,-0.0510,1.9525
4.5944,-0.2209,1.9091
4.6964,0.2690,1.8677
4.7984,0.2518,1.8280
4.9004,0.1203,1.7899
5.0023,-0.0466,1.7534
0.2043,-90.0000,87.1996
0.2287,8.6275,63.1732
0.2888,-2.7664,44.9666
0.3681,2.3560,33.6677
0.4566,-2.3572,26.5457
0.5497,1.4837,21.7948
0.6454,-0.5190,18.4342
0.7429,-0.4284,15.9450
0.8415,0.7469,14.0351
0.9409,0.8053,12.5276
1.0407,0.9305,11.3085
1.1409,-0.5758,10.3043
1.2414,0.3512,9.4621
1.3423,-0.8701,8.7452
1.4431,0.5471,8.1297
1.5443,0.6919,7.5941
1.6455,0.6102,7.1246
1.7467,-0.3618,6.7097
1.8481,-0.3603,6.3401
1.9495,0.1584,6.0090
2.0510,-0.0523,5.7106
2.1526,-0.2264,5.4403
2.2542,0.3582,5.1943
2.3558,0.0833,4.9697
2.4575,-0.2549,4.7636
2.5592,0.3097,4.5739
2.6610,0.4697,4.3986
2.7627,-0.4556,4.2363
2.8645,-0.4448,4.0855
2.9663,0.3777,3.9451
3.0681,-0.2904,3.8140
3.1699,0.3364,3.6913
3.2717,-0.0250,3.5763
3.3736,-0.2921,3.4682
3.4754,0.2840,3.3664
3.5773,-0.3477,3.2704
3.6791,0.1673,3.1798
3.7810,0.0064,3.0941
3.8829,0.1381,3.0128
3.9849,0.2529,2.9356
4.0867,0.0366,2.8624
4.1887,0.1414,2.7927
4.2906,0.2693,2.7263
4.3925,-0.1972,2.6630
4.4945,-0.2061,2.6025
4.5964,-0.1296,2.5448
4.6984,-0.2652,2.4895
4.8003,-0.1617,2.4366
4.9022,0.2129,2.3859
5.0042,-0.2099,2.3373
0.2552,90.0000,88.3097
0.2749,-4.8728,68.1270
0.3267,-0.3378,51.3397
0.3988,-3.1404,39.7632
0.4813,0.5569,32.0042
0.5704,0.1350,26.5650
0.6633,0.6314,22.6186
0.7587,-1.4426,19.6481
0.8554,-1.0354,17.3514
0.9531,-0.2519,15.5240
1.0521,1.3655,14.0324
1.1511,0.0651,12.8043
1.2509,-0.6658,11.7675
1.3510,0.9918,10.8839
1.4512,0.5258,10.1243
1.5518,-0.3617,9.4621
1.6525,-0.3829,8.8805
1.7535,-0.7791,8.3651
1.8545,0.6119,7.9067
1.9555,-0.3120,7.4957
2.0568,-0.6172,7.1246
2.1581,0.5175,6.7887
2.2594,-0.4970,6.4828
2.3608,0.4220,6.2033
2.4622,-0.0600,5.9469
2.5638,0.4214,5.7104
2.6654,-0.5396,5.4921
2.7669,0.0323,5.2901
2.8686,0.4117,5.1020
2.9702,-0.0055,4.9271
3.0719,0.2509,4.7636
3.1735,-0.0594,4.6106
3.2753,0.0779,4.4672
3.3771,-0.3882,4.3322
3.4788,0.1807,4.2053
3.5805,0.1435,4.0856
3.6824,0.3108,3.9724
3.7841,0.0308,3.8655
3.8859,-0.1617,3.7640
3.9878,0.1887,3.6678
4.0897,-0.3189,3.5763
4.1915,0.1817,3.4893
4.2934,-0.2803,3.4064
4.3952,0.2555,3.3274
4.4971,0.2754,3.2519
4.5989,-0.0777,3.1798
4.7008,0.1251,3.1108
4.8028,-0.2713,3.0447
4.9046,0.1372,2.9815
5.0065,-0.1086,2.9207
0.3063,-90.0000,87.9204
0.3227,0.6592,71.5639
0.3680,2.1075,56.2920
0.4330,-1.0585,44.9951
0.5103,-1.0637,36.8652
0.5954,-2.5557,30.9386
0.6847,-1.5589,26.5566
0.7775,-1.9126,23.1870
0.8719,0.7549,20.5544
0.9682,-1.0746,18.4319
1.0656,1.3860,16.6946
1.1635,-0.2812,15.2549
1.2623,0.6470,14.0354
1.3614,-0.0399,12.9946
1.4611,0.7925,12.0936
1.5610,0.5148,11.3095
1.6613,0.8522,10.6185
1.7615,-0.3160,10.0078
1.8622,-0.6871,9.4617
1.9628,-0.0002,8.9726
2.0636,0.0517,8.5308
2.1647,-0.6294,8.1296
2.2657,0.2871,7.7651
2.3668,-0.2389,7.4313
2.4681,-0.4287,7.1248
2.5693,-0.1465,6.8428
2.6707,-0.2341,6.5819
2.7721,0.1716,6.3402
2.8736,0.4821,6.1153
2.9750,0.3388,5.9060
3.0765,0.0839,5.7106
3.1781,-0.2957,5.5275
3.2796,0.0052,5.3558
3.3812,-0.0009,5.1944
3.4830,-0.4068,5.0423
3.5846,-0.3943,4.8990
3.6863,0.3405,4.7636
3.7880,-0.3553,4.6354
3.8897,-0.2422,4.5139
3.9914,-0.1714,4.3987
4.0931,-0.1461,4.2891
4.1949,-0.1477,4.1849
4.2967,-0.3296,4.0855
4.3984,-0.0938,3.9909
4.5002,0.0661,3.9005
4.6021,-0.2931,3.8140
4.7039,0.0537,3.7314
4.8057,-0.0678,3.6522
4.9075,-0.0486,3.5763
5.0094,-0.0703,3.5035
0.3575,-90.0000,87.4456
0.3721,-12.5924,73.6823
0.4115,-2.8925,60.2236
0.4705,2.1150,49.3794
0.5424,1.2501,41.1792
0.6231,2.1122,34.9737
0.7089,1.0208,30.2525
0.7986,-0.5841,26.5639
0.8912,1.1364,23.6252
0.9854,-0.6890,21.2491
1.0813,1.2808,19.2856
1.1779,-0.1178,17.6501
1.2756,-0.6645,16.2592
1.3739,0.6761,15.0675
1.4725,-0.0095,14.0362
1.5718,0.4336,13.1337
1.6714,0.6459,12.3383
1.7711,0.2806,11.6335
1.8712,0.6080,11.0029
1.9715,0.6322,10.4369
2.0719,0.6053,9.9257
2.1725,0.5128,9.4620
2.2732,0.5522,9.0391
2.3740,-0.4222,8.6523
2.4749,-0.2243,8.2971
2.5759,-0.3506,7.9695
2.6770,-0.2096,7.6668
2.7782,-0.4621,7.3858
2.8794,-0.3718,7.1249
2.9807,-0.3806,6.8816
3.0820,0.1838,6.6544
3.1834,0.1605,6.4416
3.2848,0.0851,6.2419
3.3862,0.0774,6.0542
3.4878,0.3432,5.8773
3.5893,0.1433,5.7106
3.6908,-0.0211,5.5530
3.7924,0.2981,5.4037
3.8940,0.0914,5.2624
3.9956,-0.0350,5.1282
4.0972,0.0862,5.0006
4.1989,-0.2829,4.8792
4.3006,-0.0356,4.7636
4.4023,-0.1512,4.6533
4.5040,0.0902,4.5480
4.6057,-0.1414,4.4474
4.7075,-0.1212,4.3511
4.8092,-0.1985,4.2588
4.9110,0.2042,4.1704
5.0127,0.1074,4.0856
0.4084,90.0000,88.1042
0.4207,2.2566,75.9533
0.4564,-1.6840,63.4250
0.5105,3.2045,53.0871
0.5775,-2.3248,44.9764
0.6534,-0.6956,38.6577
0.7358,0.0981,33.6900
0.8227,0.4818,29.7440
0.9127,-0.4588,26.5643
1.0050,-0.4696,23.9618
1.0992,-1.0114,21.7983
1.1945,-1.0050,19.9803
1.2909,0.9068,18.4328
1.3880,-0.7084,17.1015
1.4858,-0.3454,15.9451
1.5841,-0.2240,14.9313
1.6829,0.2872,14.0361
1.7821,-0.1528,13.2405
1.8816,-0.3125,12.5286
1.9814,0.7088,11.8878
2.0814,-0.6929,11.3091
2.1815,-0.5411,10.7838
2.2817,-0.0970,10.3048
2.3823,-0.5245,9.8654
2.4828,-0.1605,9.4623
2.5835,0.0007,9.0903
2.6843,0.1749,8.7461
2.7852,-0.0425,8.4270
2.8862,-0.1190,8.1301
2.9873,0.3631,7.8532
3.0884,0.3113,7.5945
3.1896,0.4069,7.3522
3.2908,-0.3114,7.1249
3.3921,-0.4083,6.9111
3.4934,-0.3559,6.7097
3.5947,-0.3621,6.5197
3.6961,-0.0630,6.3402
3.7975,-0.0288,6.1702
3.8990,0.1329,6.0090
4.0005,-0.2006,5.8560
4.1020,-0.0982,5.7106
4.2036,0.1861,5.5722
4.3051,0.0916,5.4403
4.4067,0.1495,5.3145
4.5084,0.2636,5.1944
4.6100,-0.2663,5.0796
4.7116,0.2117,4.9697
4.8133,-0.2640,4.8645
4.9149,-0.1285,4.7636
5.0167,-0.1871,4.6668
0.4596,90.0000,87.4890
0.4705,6.5385,77.3918
0.5025,1.4457,66.0307
0.5523,-4.2806,56.2360
0.6144,0.4269,48.3657
0.6864,0.0109,41.9872
0.7653,0.3849,36.8693
0.8491,-0.0679,32.7352
0.9367,0.8334,29.3552
1.0268,-0.2417,26.5648
1.1190,-0.7670,24.2258
1.2129,0.9671,22.2462
1.3078,0.5109,20.5553
1.4040,-1.0400,19.0906
1.5006,-0.4890,17.8183
1.5982,-0.8939,16.6973
1.6960,0.0726,15.7086
1.7945,-0.2344,14.8264
1.8934,0.5791,14.0356
1.9925,0.5969,13.3238
2.0918,0.1261,12.6804
2.1916,-0.4834,12.0943
2.2914,0.0437,11.5601
2.3915,-0.2151,11.0701
2.4917,0.2577,10.6196
2.5920,-0.2120,10.2039
2.6925,-0.1719,9.8193
2.7931,0.1581,9.4623
2.8938,0.1046,9.1302
2.9946,0.0936,8.8204
3.0955,-0.3747,8.5306
3.1965,0.4188,8.2592
3.2975,0.3382,8.0046
3.3986,0.3189,7.7650
3.4997,0.1607,7.5394
3.6008,0.1307,7.3264
3.7021,0.1279,7.1250
3.8033,-0.0743,6.9343
3.9047,0.2548,6.7535
4.0060,0.2048,6.5819
4.1074,-0.0321,6.4188
4.2088,0.0069,6.2635
4.3103,-0.2702,6.1154
4.4117,0.0217,5.9743
4.5132,0.1070,5.8395
4.6147,-0.1266,5.7106
4.7163,0.1780,5.5872
4.8179,-0.2197,5.4691
4.9195,-0.1555,5.3558
5.0211,0.2813,5.2471
0.5102,90.0000,89.7006
0.5208,12.5268,78.4216
0.5499,-5.4478,68.1090
0.5950,1.0599,59.0319
0.6537,2.7577,51.3078
0.7215,-0.0439,45.0000
0.7970,-0.9594,39.8016
0.8779,0.8760,35.5345
0.9628,0.9898,32.0015
1.0508,-1.4589,29.0467
1.1409,-0.1440,26.5650
1.2330,-0.4555,24.4433
1.3265,0.3215,22.6195
1.4213,0.2194,21.0374
1.5170,-0.3974,19.6534
1.6134,-0.0306,18.4349
1.7107,0.7984,17.3524
1.8083,0.7351,16.3883
1.9064,0.6425,15.5232
2.0049,-0.6075,14.7428
2.1037,-0.3614,14.0360
2.2028,-0.3613,13.3922
2.3022,-0.1593,12.8042
2.4018,0.0628,12.2648
2.5016,0.0814,11.7683
2.6015,0.0185,11.3099
2.7017,0.3699,10.8853
2.8020,0.2149,10.4914
2.9024,0.3378,10.1245
3.0029,-0.3361,9.7822
3.1035,-0.2478,9.4622
3.2042,0.3490,9.1622
3.3050,0.3374,8.8805
3.4058,-0.2178,8.6156
3.5067,-0.1567,8.3659
3.6077,0.2295,8.1300
3.7087,-0.1456,7.9071
3.8098,0.1437,7.6960
3.9110,0.0739,7.4959
4.0122,-0.0008,7.3058
4.1135,-0.3192,7.1249
4.2147,0.0764,6.9530
4.3160,0.2038,6.7889
4.4174,-0.2242,6.6325
4.5187,0.0114,6.4831
4.6201,0.2295,6.3401
4.7216,-0.2324,6.2034
4.8230,0.1453,6.0724
4.9245,0.0774,5.9469
5.0260,-0.0553,5.8263
0.5617,-90.0000,87.6090
0.5708,11.6201,79.4843
0.5973,-3.8492,69.9753
0.6393,0.4671,61.3887
0.6940,-1.3400,53.9652
0.7585,1.0270,47.7217
0.8306,-0.6092,42.5088
0.9086,-1.3684,38.1493
0.9907,-0.5713,34.5072
1.0765,1.3839,31.4221
1.1648,1.2877,28.8047
1.2550,0.7349,26.5632
1.3470,-0.5591,24.6225
1.4404,-0.5930,22.9310
1.5349,-0.3147,21.4474
1.6303,0.1768,20.1362
1.7264,-0.3137,18.9701
1.8233,-0.4356,17.9274
1.9207,-0.6507,16.9898
2.0184,0.2428,16.1442
2.1167,0.5074,15.3757
2.2151,0.1413,14.6764
2.3140,-0.4026,14.0359
2.4132,0.5183,13.4481
2.5125,-0.1687,12.9074
2.6121,0.3466,12.4072
2.7118,0.0832,11.9442
2.8117,-0.0007,11.5138
2.9117,-0.0882,11.1130
3.0119,0.1459,10.7389
3.1122,-0.0257,10.3889
3.2127,-0.0779,10.0607
3.3132,-0.0373,9.7524
3.4139,0.3330,9.4622
3.5145,0.3150,9.1887
3.6153,0.0427,8.9306
3.7161,-0.3059,8.6862
3.8170,-0.1217,8.4550
3.9180,-0.1375,8.2356
4.0190,-0.0789,8.0272
4.1201,0.1694,7.8290
4.2211,0.0022,7.6404
4.3223,0.1951,7.4605
4.4235,0.2238,7.2889
4.5247,-0.0018,7.1250
4.6260,0.1295,6.9682
4.7274,-0.2794,6.8181
4.8287,-0.2891,6.6744
4.9300,-0.0704,6.5366
5.0314,-0.2432,6.4043
0.6125,90.0000,88.4910
0.6207,4.5500,80.5083
0.6455,4.1837,71.5191
0.6849,4.0342,63.3781
0.7360,-1.9372,56.2948
0.7973,2.5573,50.1664
0.8661,1.9796,44.9829
0.9408,0.7411,40.5989
1.0205,-0.7798,36.8674
1.1037,0.2117,33.6899
1.1900,-0.0578,30.9637
1.2787,0.8686,28.6077
1.3692,1.0434,26.5613
1.4610,0.4955,24.7743
1.5542,0.1999,23.1985
1.6487,-0.8187,21.7994
1.7437,-0.1681,20.5560
1.8396,-0.4891,19.4394
1.9361,0.0316,18.4349
2.0332,0.5990,17.5247
2.1307,-0.2272,16.6991
2.2287,0.4290,15.9450
2.3270,-0.5502,15.2544
2.4256,0.6074,14.6201
2.5244,-0.0281,14.0362
2.6235,0.4504,13.4953
2.7228,0.0253,12.9946
2.8223,0.0287,12.5288
2.9220,0.0008,12.0948
3.0219,-0.3544,11.6892
3.1219,0.1142,11.3099
3.2220,0.3510,10.9539
3.3222,0.0963,10.6196
3.4226,-0.3282,10.3047
3.5230,0.3146,10.0078
3.6235,-0.1965,9.7275
3.7242,-0.3696,9.4621
3.8248,-0.0108,9.2110
3.9256,0.1259,8.9726
4.0264,0.0317,8.7462
4.1274,-0.3355,8.5306
4.2282,0.1176,8.3256
4.3293,-0.1969,8.1301
4.4303,-0.1459,7.9434
4.5314,-0.0651,7.7652
4.6325,0.1319,7.5946
4.7337,0.2758,7.4313
4.8348,-0.0092,7.2750
4.9361,0.2249,7.1250
5.0374,-0.2738,6.9810
0.6633,90.0000,89.1491
0.6715,13.2731,81.0176
0.6943,-6.2235,72.8018
0.7308,-3.8071,65.1767
0.7789,1.4966,58.3838
0.8369,-1.1039,52.4263
0.9027,1.0033,47.2862
0.9749,-1.1735,42.8729
1.0519,1.0481,39.0892
1.1328,-0.0729,35.8376
1.2171,-0.8018,33.0213
1.3038,-0.4486,30.5785
1.3926,-0.0738,28.4429
1.4831,0.0373,26.5650
1.5752,-0.8068,24.9026
1.6682,0.6624,23.4273
1.7624,0.7901,22.1075
1.8572,-0.3553,20.9241
1.9528,-0.1262,19.8552
2.0492,-0.4999,18.8854
2.1459,0.2348,18.0040
2.2432,0.2071,17.1984
2.3408,-0.2245,16.4599
2.4389,0.4927,15.7802
2.5373,0.4358,15.1536
2.6359,-0.2070,14.5741
2.7348,-0.4394,14.0358
2.8339,-0.3024,13.5357
2.9332,0.2969,13.0691
3.0326,-0.0020,12.6334
3.1323,0.1214,12.2251
3.2321,-0.1305,11.8420
3.3320,0.1456,11.4820
3.4321,0.1538,11.1429
3.5322,-0.2337,10.8229
3.6326,0.3810,10.5206
3.7329,-0.2963,10.2347
3.8334,0.2733,9.9637
3.9339,-0.3662,9.7065
4.0345,-0.1199,9.4623
4.1352,-0.3016,9.2298
4.2359,0.1679,9.0085
4.3368,0.3050,8.7973
4.4376,-0.1940,8.5959
4.5385,-0.0679,8.4034
4.6395,0.1452,8.2192
4.7405,0.1314,8.0429
4.8416,0.0698,7.8739
4.9427,-0.0043,7.7119
5.0438,-0.0489,7.5563
0.7144,-90.0000,88.8310
0.7218,10.4936,81.7335
0.7429,1.0586,74.0520
0.7775,4.4676,66.7382
0.8227,-0.5388,60.2540
0.8778,-0.0988,54.4623
0.9408,-0.8544,49.3956
1.0102,-1.0658,44.9950
1.0848,0.7826,41.1833
1.1635,0.3098,37.8746
1.2456,0.2295,34.9918
1.3305,0.0747,32.4712
1.4176,0.0350,30.2564
1.5067,-0.7269,28.2988
1.5973,0.8606,26.5625
1.6891,-0.2726,25.0166
1.7821,-0.5436,23.6284
1.8761,-0.4964,22.3794
1.9708,0.6221,21.2494
2.0663,-0.5426,20.2240
2.1623,0.4294,19.2895
2.2588,-0.1331,18.4349
2.3558,0.3892,17.6497
2.4533,0.3800,16.9272
2.5511,-0.4532,16.2597
2.6491,0.1994,15.6422
2.7476,0.3562,15.0682
2.8462,-0.0227,14.5345
2.9452,-0.4972,14.0357
3.0443,0.4695,13.5700
3.1435,0.2111,13.1339
3.2429,0.2205,12.7243
3.3425,0.1689,12.3390
3.4423,0.1305,11.9761
3.5422,-0.1629,11.6336
3.6422,-0.2622,11.3098
3.7423,-0.3469,11.0033
3.8425,-0.2227,10.7130
3.9428,0.1930,10.4374
4.0432,-0.1459,10.1755
4.1437,-0.0769,9.9262
4.2442,0.1292,9.6888
4.3448,-0.0717,9.4623
4.4455,-0.1654,9.2461
4.5463,0.2619,9.0394
4.6471,0.1289,8.8418
4.7479,-0.0347,8.6525
4.8488,0.0111,8.4711
4.9498,-0.0894,8.2971
5.0508,0.0816,8.1301
0.7653,-90.0000,89.5271
0.7725,13.4578,82.1935
0.7924,-6.5744,74.9742
0.8243,-0.1278,68.1985
0.8674,-1.3701,61.9207
0.9198,-0.5780,56.3086
0.9803,-2.1805,51.3199
1.0469,0.2383,46.9747
1.1191,-1.3615,43.1443
1.1955,0.2021,39.8054
1.2757,1.1782,36.8641
1.3585,0.1646,34.2868
1.4441,-1.0437,32.0011
1.5315,-0.5408,29.9805
1.6207,-0.4830,28.1777
1.7113,0.1889,26.5649
1.8032,-0.4668,25.1141
1.8961,-0.7434,23.8042
1.9898,-0.0015,22.6199
2.0844,0.4544,21.5404
2.1796,-0.4413,20.5555
2.2755,0.4812,19.6532
2.3718,0.0496,18.8247
2.4686,-0.3394,18.0602
2.5658,-0.4165,17.3536
2.6634,-0.2788,16.6991
2.7613,-0.5220,16.0902
2.8594,0.2275,15.5240
2.9579,-0.1166,14.9950
3.0566,-0.1928,14.5001
3.1555,0.3700,14.0360
3.2545,0.2227,13.6004
3.3538,-0.1898,13.1905
3.4533,0.3421,12.8040
3.5529,-0.3808,12.4393
3.6525,0.1899,12.0947
3.7523,-0.1032,11.7683
3.8523,0.0053,11.4588
3.9524,-0.1905,11.1648
4.0525,0.1431,10.8855
4.1528,-0.1253,10.6196
4.2531,0.2124,10.3663
4.3535,0.1927,10.1246
4.4540,-0.1532,9.8939
4.5546,0.1032,9.6733
4.6552,-0.0260,9.4623
4.7559,-0.0097,9.2602
4.8566,-0.0489,9.0665
4.9574,0.2284,8.8806
5.0582,-0.0406,8.7022
0.8163,-90.0000,89.7704
0.8230,-12.2311,82.7113
0.8417,-5.9706,75.8903
0.8721,4.3282,69.3901
0.9127,0.9796,63.4316
0.9627,1.1085,57.9898
1.0204,0.8021,53.1274
1.0847,-0.4648,48.8131
1.1546,-1.2898,44.9927
1.2289,1.4158,41.6249
1.3068,0.6574,38.6580
1.3880,-0.9293,36.0238
1.4717,-0.6980,33.6881
1.5576,0.3807,31.6069
1.6454,-0.4600,29.7441
1.7347,-0.1553,28.0724
1.8255,0.6682,26.5635
1.9173,0.6875,25.1995
2.0100,0.2880,23.9622
2.1037,0.6279,22.8324
2.1981,-0.4685,21.8007
2.2931,-0.0380,20.8545
2.3888,-0.4972,19.9824
2.4850,-0.5735,19.1781
2.5815,-0.4108,18.4345
2.6784,-0.0075,17.7447
2.7758,0.2998,17.1025
2.8736,0.4814,16.5038
2.9715,-0.4078,15.9450
3.0697,-0.1925,15.4221
3.1682,0.0324,14.9314
3.2669,0.0114,14.4703
3.3658,-0.2673,14.0361
3.4649,-0.0381,13.6270
3.5642,-0.3172,13.2403
3.6636,0.2727,12.8749
3.7631,0.1557,12.5288
3.8628,-0.3025,12.2003
3.9626,-0.2170,11.8886
4.0625,0.0374,11.5922
4.1625,-0.1148,11.3099
4.2626,-0.3055,11.0408
4.3628,-0.0261,10.7843
4.4631,-0.0862,10.5392
4.5634,0.2147,10.3048
4.6638,-0.1262,10.0806
4.7643,0.0974,9.8658
4.8649,0.1454,9.6599
4.9655,0.0912,9.4623
5.0662,0.1766,9.2726
0.8674,-90.0000,89.7018
0.8734,5.0976,83.2638
0.8912,-4.5811,76.7185
0.9198,0.2782,70.5598
0.9588,2.9730,64.7691
1.0065,2.1683,59.5165
1.0619,-2.2768,54.7611
1.1236,-0.6174,50.5259
1.1912,-1.1660,46.7298
1.2633,0.7683,43.3609
1.3392,-0.2794,40.3642
1.4187,1.2678,37.6875
1.5007,0.9923,35.3072
1.5850,-0.5520,33.1773
1.6713,0.0270,31.2637
1.7593,0.3498,29.5383
1.8488,0.3831,27.9789
1.9396,-0.6708,26.5635
2.0313,-0.6412,25.2763
2.1241,-0.6470,24.1009
2.2175,-0.1801,23.0254
2.3118,-0.3264,22.0359
2.4067,-0.4281,21.1242
2.5021,0.2365,20.2824
2.5981,-0.2856,19.5022
2.6945,-0.4331,18.7775
2.7912,-0.0156,18.1038
2.8884,-0.0518,17.4748
2.9860,0.4054,16.8864
3.0837,-0.0621,16.3360
3.1818,0.2587,15.8190
3.2801,0.3806,15.3330
3.3786,0.4185,14.8753
3.4773,0.1622,14.4440
3.5762,0.2214,14.0361
3.6752,0.0183,13.6504
3.7745,-0.2725,13.2847
3.8739,0.3050,12.9379
3.9734,0.0864,12.6086
4.0730,0.2402,12.2952
4.1728,-0.2484,11.9968
4.2726,-0.0921,11.7125
4.3726,-0.0124,11.4410
4.4727,-0.2490,11.1817
4.5729,0.2958,10.9337
4.6730,-0.0179,10.6965
4.7734,0.2287,10.4691
4.8738,0.2571,10.2511
4.9742,0.2362,10.0419
5.0747,-0.2159,9.8411
0.9185,90.0000,89.0510
