distance,azimuth,elevation
274.0347,21.4018,0.0011
273.9531,21.3632,-0.0008
274.1008,21.4423,-0.0004
274.0312,21.4026,-0.0398
274.0378,21.4041,0.0414
274.9745,21.3275,0.0001
274.9029,21.2876,-0.0019
275.0543,21.3650,-0.0001
274.9762,21.3249,-0.0435
274.9845,21.3261,0.0414
275.9228,21.2505,-0.0001
275.8457,21.2113,-0.0008
275.9813,21.2888,0.0019
275.9266,21.2503,-0.0422
275.9151,21.2509,0.0412
276.8595,21.1749,-0.0005
276.7780,21.1359,0.0003
276.9322,21.2108,0.0013
276.8642,21.1740,-0.0396
276.8535,21.1760,0.0394
277.7976,21.0979,0.0016
277.7220,21.0585,-0.0008
277.8650,21.1377,-0.0006
277.7874,21.0985,-0.0400
277.8021,21.0998,0.0418
278.7431,21.0250,0.0019
278.6798,20.9867,0.0010
278.8164,21.0616,0.0012
278.7418,21.0242,-0.0403
278.7264,21.0228,0.0400
279.6857,20.9488,-0.0012
279.6068,20.9128,0.0015
279.7475,20.9887,-0.0012
279.6865,20.9484,-0.0392
279.6837,20.9492,0.0392
280.6309,20.8760,-0.0007
280.5564,20.8374,-0.0012
280.7016,20.9120,0.0013
280.6194,20.8772,-0.0409
280.6235,20.8781,0.0421
281.5737,20.8024,0.0012
281.4912,20.7665,-0.0010
281.6317,20.8414,0.0013
281.5728,20.8022,-0.0425
281.5741,20.8042,0.0422
282.5086,20.7294,0.0014
282.4408,20.6924,-0.0012
282.5863,20.7670,0.0010
282.5138,20.7311,-0.0406
282.5144,20.7311,0.0415
283.4559,20.6575,0.0002
283.3925,20.6207,-0.0020
283.5303,20.6954,-0.0005
283.4571,20.6563,-0.0400
283.4635,20.6588,0.0413
284.4007,20.5876,0.0008
284.3300,20.5484,-0.0016
284.4804,20.6249,0.0010
284.3996,20.5881,-0.0396
284.4057,20.5875,0.0414
285.3389,20.5150,-0.0004
285.2708,20.4775,0.0004
285.4066,20.5522,0.0008
285.3497,20.5168,-0.0411
285.3348,20.5142,0.0391
286.2985,20.4439,0.0006
286.2279,20.4063,-0.0008
286.3614,20.4813,0.0014
286.2875,20.4446,-0.0383
286.2854,20.4452,0.0387
287.2333,20.3753,-0.0003
287.1760,20.3379,-0.0005
287.3085,20.4094,-0.0010
287.2386,20.3750,-0.0397
287.2337,20.3735,0.0384
288.1802,20.3027,0.0013
288.1158,20.2663,-0.0004
288.2594,20.3408,0.0016
288.1857,20.3043,-0.0395
288.1857,20.3055,0.0405
289.1207,20.2356,-0.0010
289.0632,20.1956,-0.0002
289.1860,20.2707,-0.0015
289.1330,20.2340,-0.0392
289.1249,20.2354,0.0387
290.0688,20.1662,0.0014
290.0021,20.1300,-0.0006
290.1425,20.2022,0.0010
290.0832,20.1659,-0.0378
290.0728,20.1643,0.0404
291.0166,20.0980,-0.0001
290.9592,20.0605,-0.0018
291.0911,20.1350,0.0001
291.0243,20.0980,-0.0378
291.0185,20.0971,0.0394
291.9694,20.0308,-0.0016
291.9007,19.9938,-0.0018
292.0306,20.0654,0.0008
291.9610,20.0286,-0.0375
291.9628,20.0282,0.0397
292.9083,19.9607,-0.0000
292.8460,19.9245,0.0002
292.9869,20.0000,-0.0009
292.9270,19.9601,-0.0376
292.9255,19.9602,0.0374
293.8702,19.8929,0.0003
293.8041,19.8591,-0.0018
293.9375,19.9302,-0.0005
293.8611,19.8937,-0.0381
293.8657,19.8943,0.0388
294.8235,19.8291,0.0016
294.7539,19.7903,0.0005
294.8774,19.8644,0.0002
294.8059,19.8268,-0.0373
294.8260,19.8284,0.0403
295.7722,19.7608,0.0007
295.7104,19.7257,0.0001
295.8262,19.7968,-0.0007
295.7663,19.7625,-0.0379
295.7658,19.7604,0.0380
296.7099,19.6951,-0.0003
296.6565,19.6594,0.0003
296.7872,19.7329,-0.0013
296.7271,19.6967,-0.0405
296.7119,19.6974,0.0370
297.6736,19.6293,0.0002
297.5963,19.5939,0.0018
297.7416,19.6667,-0.0005
297.6670,19.6308,-0.0391
297.6599,19.6301,0.0370
298.6255,19.5652,-0.0015
298.5553,19.5275,0.0013
298.6853,19.6009,0.0008
298.6219,19.5627,-0.0394
298.6171,19.5662,0.0392
299.5806,19.5012,0.0013
299.5007,19.4632,-0.0017
299.6251,19.5353,0.0002
299.5698,19.4990,-0.0390
299.5618,19.5000,0.0369
300.5200,19.4360,0.0017
300.4439,19.3994,-0.0015
300.5931,19.4725,0.0015
300.5103,19.4357,-0.0396
300.5290,19.4351,0.0364
301.4662,19.3727,-0.0012
301.3954,19.3356,-0.0003
301.5417,19.4074,-0.0002
301.4728,19.3731,-0.0374
301.4643,19.3735,0.0392
302.4293,19.3085,0.0003
302.3557,19.2716,-0.0002
302.4790,19.3435,-0.0004
302.4205,19.3089,-0.0388
302.4282,19.3095,0.0369
303.3834,19.2444,0.0017
303.3076,19.2113,-0.0005
303.4347,19.2811,0.0015
303.3793,19.2439,-0.0385
303.3772,19.2448,0.0378
304.3275,19.1840,-0.0001
304.2677,19.1483,0.0015
304.3873,19.2192,-0.0004
304.3362,19.1821,-0.0381
304.3382,19.1833,0.0387
305.2843,19.1228,0.0003
305.2208,19.0862,-0.0009
305.3402,19.1565,-0.0005
305.2864,19.1190,-0.0381
305.2882,19.1220,0.0375
306.2299,19.0605,0.0002
306.1678,19.0232,-0.0017
306.3048,19.0927,-0.0013
306.2328,19.0581,-0.0356
306.2362,19.0579,0.0357
307.1948,18.9959,-0.0012
307.1299,18.9628,0.0008
307.2597,19.0338,0.0005
307.1890,18.9973,-0.0387
307.1897,18.9961,0.0367
308.1451,18.9369,-0.0017
308.0880,18.9002,-0.0006
308.2069,18.9720,-0.0014
308.1434,18.9354,-0.0355
308.1365,18.9366,0.0384
309.0978,18.8780,-0.0013
309.0377,18.8398,-0.0015
309.1618,18.9118,-0.0002
309.0995,18.8742,-0.0369
309.0984,18.8750,0.0389
310.0665,18.8163,-0.0013
309.9853,18.7796,-0.0003
310.1142,18.8490,0.0008
310.0460,18.8162,-0.0365
310.0567,18.8149,0.0369
311.0097,18.7570,0.0000
310.9395,18.7197,-0.0013
311.0663,18.7897,-0.0010
311.0188,18.7552,-0.0372
311.0107,18.7561,0.0359
311.9716,18.6954,-0.0011
311.8920,18.6599,0.0012
312.0338,18.7301,0.0002
311.9782,18.6972,-0.0368
311.9603,18.6948,0.0356
312.9266,18.6381,-0.0012
312.8651,18.6002,-0.0003
312.9800,18.6700,0.0011
312.9155,18.6373,-0.0375
312.9197,18.6360,0.0351
313.8713,18.5774,0.0004
313.8145,18.5417,0.0002
313.9393,18.6141,0.0001
313.8777,18.5769,-0.0368
313.8776,18.5790,0.0354
314.8271,18.5182,0.0007
314.7825,18.4856,0.0017
314.9078,18.5547,0.0010
314.8419,18.5204,-0.0354
314.8336,18.5180,0.0354
315.7891,18.4627,0.0007
315.7304,18.4250,-0.0001
315.8516,18.4960,-0.0000
315.7971,18.4607,-0.0369
315.7885,18.4608,0.0353
316.7384,18.4029,0.0013
316.6819,18.3713,-0.0003
316.8030,18.4375,-0.0014
316.7496,18.4047,-0.0375
316.7550,18.4034,0.0372
317.7027,18.3460,-0.0015
317.6403,18.3119,-0.0001
317.7671,18.3823,0.0003
317.7064,18.3442,-0.0352
317.7028,18.3449,0.0364
318.6704,18.2874,-0.0001
318.6122,18.2553,-0.0014
318.7202,18.3233,-0.0009
318.6599,18.2879,-0.0375
318.6572,18.2886,0.0359
319.6196,18.2342,0.0011
319.5612,18.1990,0.0018
319.6851,18.2675,-0.0007
319.6289,18.2325,-0.0367
319.6171,18.2309,0.0373
320.5749,18.1762,-0.0008
320.5113,18.1424,0.0012
320.6452,18.2090,0.0003
320.5939,18.1766,-0.0364
320.5822,18.1753,0.0373
321.5312,18.1191,-0.0009
321.4878,18.0871,-0.0018
321.6053,18.1522,-0.0003
321.5422,18.1194,-0.0363
321.5387,18.1189,0.0354
322.4944,18.0640,-0.0006
322.4513,18.0311,0.0004
322.5670,18.0988,0.0007
322.4968,18.0625,-0.0357
322.5087,18.0625,0.0358
323.4633,18.0100,0.0004
323.3970,17.9731,-0.0007
323.5310,18.0428,0.0004
323.4546,18.0082,-0.0352
323.4608,18.0096,0.0361
324.4171,17.9550,0.0008
324.3640,17.9181,-0.0010
324.4805,17.9860,-0.0010
324.4271,17.9547,-0.0369
324.4144,17.9537,0.0353
325.3723,17.8978,-0.0010
325.3143,17.8662,-0.0005
325.4374,17.9317,-0.0007
325.3820,17.8974,-0.0359
325.3836,17.8996,0.0361
326.3337,17.8439,0.0001
326.2884,17.8115,-0.0008
326.4010,17.8772,0.0011
326.3484,17.8438,-0.0335
326.3379,17.8451,0.0353
327.3025,17.7907,0.0014
327.2360,17.7567,0.0010
327.3654,17.8215,-0.0006
327.2935,17.7895,-0.0363
327.3114,17.7908,0.0359
328.2729,17.7361,-0.0009
328.1996,17.7025,-0.0014
328.3185,17.7702,-0.0012
328.2608,17.7347,-0.0343
328.2625,17.7376,0.0336
329.2154,17.6831,0.0016
329.1709,17.6503,0.0016
329.2932,17.7153,-0.0012
329.2246,17.6818,-0.0343
329.2205,17.6825,0.0349
330.1789,17.6303,-0.0010
330.1285,17.5945,0.0003
330.2510,17.6623,-0.0014
330.1801,17.6280,-0.0334
330.1869,17.6283,0.0347
331.1454,17.5772,-0.0013
331.0955,17.5429,0.0012
331.2145,17.6094,0.0006
331.1519,17.5773,-0.0355
331.1495,17.5770,0.0333
332.1170,17.5228,0.0008
332.0401,17.4901,-0.0007
332.1682,17.5562,0.0009
332.1193,17.5235,-0.0360
332.1047,17.5243,0.0338
333.0732,17.4730,-0.0003
333.0080,17.4376,0.0003
333.1335,17.5031,-0.0003
333.0678,17.4712,-0.0360
333.0658,17.4737,0.0335
334.0252,17.4186,0.0007
333.9706,17.3855,-0.0000
334.0992,17.4537,-0.0010
334.0325,17.4204,-0.0355
334.0381,17.4193,0.0335
334.9951,17.3676,0.0006
334.9457,17.3341,0.0017
335.0476,17.4003,-0.0004
334.9944,17.3668,-0.0345
334.9900,17.3675,0.0346
335.9682,17.3152,0.0010
335.9040,17.2829,-0.0008
336.0231,17.3486,0.0010
335.9560,17.3164,-0.0335
335.9708,17.3172,0.0349
336.9318,17.2659,0.0013
336.8593,17.2321,-0.0010
336.9910,17.2978,0.0012
336.9323,17.2645,-0.0341
336.9341,17.2652,0.0335
337.8846,17.2159,0.0001
337.8383,17.1814,0.0016
337.9451,17.2489,0.0004
337.8925,17.2134,-0.0350
337.8959,17.2130,0.0328
338.8514,17.1638,0.0003
338.7884,17.1321,-0.0013
338.9029,17.1960,0.0016
338.8544,17.1657,-0.0335
338.8483,17.1645,0.0333
339.8128,17.1137,0.0000
339.7607,17.0834,0.0005
339.8688,17.1475,-0.0004
339.8106,17.1129,-0.0351
339.8117,17.1158,0.0327
340.7771,17.0628,0.0002
340.7140,17.0322,0.0003
340.8413,17.0952,0.0006
340.7906,17.0647,-0.0342
340.7746,17.0637,0.0329
341.7378,17.0146,-0.0002
341.6957,16.9833,-0.0009
341.8127,17.0465,-0.0002
341.7472,17.0153,-0.0340
341.7563,17.0143,0.0331
342.7157,16.9647,-0.0004
342.6464,16.9333,-0.0015
342.7691,16.9957,0.0008
342.7035,16.9649,-0.0327
342.7135,16.9659,0.0348
343.6696,16.9159,-0.0009
343.6212,16.8826,-0.0016
343.7340,16.9490,0.0003
343.6869,16.9166,-0.0329
343.6752,16.9156,0.0326
344.6510,16.8679,0.0009
344.5887,16.8357,0.0009
344.7040,16.8980,-0.0010
344.6393,16.8682,-0.0335
344.6360,16.8662,0.0348
345.6092,16.8190,-0.0001
345.5599,16.7883,0.0001
345.6693,16.8506,-0.0004
345.6084,16.8188,-0.0341
345.6147,16.8187,0.0335
346.5797,16.7703,-0.0007
346.5174,16.7392,0.0016
346.6285,16.8010,-0.0012
346.5767,16.7714,-0.0346
346.5794,16.7716,0.0345
347.5502,16.7217,0.0005
347.4724,16.6901,-0.0009
347.5953,16.7543,0.0009
347.5483,16.7218,-0.0331
347.5301,16.7217,0.0338
348.5065,16.6755,-0.0010
348.4425,16.6428,-0.0014
348.5593,16.7053,-0.0005
348.5089,16.6734,-0.0335
348.5040,16.6739,0.0341
349.4774,16.6263,-0.0015
349.4149,16.5963,-0.0005
349.5238,16.6596,0.0002
349.4680,16.6264,-0.0328
349.4758,16.6262,0.0340
350.4519,16.5801,0.0012
350.3808,16.5498,-0.0004
350.5054,16.6095,-0.0014
350.4499,16.5799,-0.0321
350.4354,16.5805,0.0319
351.4058,16.5322,0.0010
351.3509,16.5033,-0.0008
351.4727,16.5624,-0.0008
351.4191,16.5340,-0.0323
351.4102,16.5325,0.0315
352.3856,16.4859,0.0014
352.3320,16.4561,-0.0005
352.4231,16.5168,-0.0012
352.3828,16.4870,-0.0322
352.3796,16.4846,0.0332
353.3514,16.4404,0.0003
353.2890,16.4088,-0.0007
353.4077,16.4722,-0.0009
353.3536,16.4401,-0.0312
353.3513,16.4386,0.0331
354.3190,16.3936,0.0007
354.2509,16.3618,0.0001
354.3773,16.4248,-0.0016
354.3127,16.3927,-0.0316
354.3135,16.3940,0.0308
355.2790,16.3467,-0.0013
355.2151,16.3171,-0.0003
355.3405,16.3771,0.0007
355.2847,16.3475,-0.0310
355.2765,16.3472,0.0316
356.2589,16.3032,-0.0005
356.1977,16.2715,-0.0004
356.3032,16.3328,-0.0011
356.2505,16.3007,-0.0307
356.2449,16.3028,0.0315
357.2239,16.2557,-0.0005
357.1594,16.2274,-0.0016
357.2678,16.2876,0.0001
357.2209,16.2554,-0.0314
357.2271,16.2570,0.0319
358.1838,16.2121,-0.0016
358.1353,16.1795,-0.0016
358.2396,16.2440,-0.0008
358.1935,16.2102,-0.0305
358.1912,16.2116,0.0328
359.1631,16.1670,-0.0003
359.0992,16.1348,0.0002
359.2006,16.1965,0.0003
359.1567,16.1675,-0.0331
359.1526,16.1655,0.0330
360.1142,16.1211,0.0016
360.0684,16.0917,-0.0009
360.1835,16.1532,0.0010
360.1187,16.1223,-0.0327
360.1216,16.1213,0.0312
361.1028,16.0777,0.0006
361.0464,16.0455,0.0015
361.1467,16.1081,-0.0002
361.0908,16.0779,-0.0307
361.0964,16.0789,0.0323
362.0666,16.0341,0.0015
362.0169,16.0023,-0.0014
362.1166,16.0642,0.0006
362.0646,16.0327,-0.0330
362.0595,16.0345,0.0314
363.0326,15.9898,-0.0015
362.9908,15.9596,-0.0004
363.0852,16.0189,-0.0014
363.0457,15.9893,-0.0316
363.0441,15.9901,0.0328
364.0098,15.9448,0.0013
363.9467,15.9148,0.0015
364.0527,15.9757,0.0013
364.0077,15.9469,-0.0307
364.0037,15.9446,0.0300
0.0075,113.5816,-47.4733
0.1908,-91.1128,2.2160
0.2063,90.2414,0.1574
0.1981,-2.9181,-87.1614
0.1938,-16.0282,87.1320
0.9964,0.4008,-0.5531
1.0155,-11.3831,0.1703
1.0254,11.3715,0.4528
1.0206,0.3159,-11.0475
1.0205,-0.0631,11.6631
2.0049,0.2505,0.2584
2.0136,-5.7480,0.1170
2.0234,5.4415,-0.1641
2.0244,0.2444,-5.3992
2.0225,-0.2319,5.6557
3.0101,0.1695,-0.1837
3.0275,-3.7244,0.1487
3.0096,3.9202,-0.0093
3.0211,-0.0851,-3.6503
3.0129,-0.0404,3.8429
4.0264,0.0136,-0.0076
4.0291,-2.8671,-0.1362
4.0180,2.8583,0.0006
4.0271,-0.0015,-2.8446
4.0207,-0.1311,2.9138
5.0204,0.0439,-0.0604
5.0186,-2.1808,0.0946
5.0227,2.3167,0.1060
5.0262,0.0450,-2.1856
5.0194,0.1071,2.2952
6.0167,0.0026,-0.0341
6.0340,-1.9672,-0.0147
6.0297,1.9295,-0.0146
6.0267,-0.0316,-1.9380
6.0183,-0.0082,1.8391
7.0357,-0.0009,0.0699
7.0256,-1.5895,-0.0586
7.0414,1.5754,-0.0796
7.0395,0.0319,-1.6045
7.0241,0.0050,1.5810
8.0381,0.0182,-0.0214
8.0400,-1.4677,-0.0465
8.0439,1.4582,0.0080
8.0328,-0.0231,-1.3668
8.0448,-0.0238,1.4617
9.0369,-0.0238,0.0369
9.0462,-1.3158,0.0619
9.0496,1.2588,-0.0581
9.0376,0.0298,-1.2782
9.0362,-0.0230,1.2795
10.0391,0.0029,-0.0158
10.0498,-1.1651,0.0250
10.0527,1.1161,-0.0492
10.0403,0.0022,-1.1302
10.0413,0.0423,1.1173
11.0487,0.0504,-0.0412
11.0483,-1.0108,0.0173
11.0447,1.0064,0.0374
11.0434,-0.0126,-1.0072
11.0462,-0.0187,1.0005
12.0559,0.0205,-0.0324
12.0514,-0.9711,0.0195
12.0547,0.9226,0.0350
12.0543,-0.0075,-0.9191
12.0594,-0.0346,0.9835
13.0465,-0.0227,-0.0421
13.0584,-0.8641,-0.0130
13.0629,0.8572,-0.0137
13.0589,-0.0429,-0.9035
13.0537,-0.0353,0.8767
14.0670,0.0406,-0.0206
14.0616,-0.8155,-0.0059
14.0658,0.8190,0.0262
14.0645,0.0082,-0.7908
14.0576,0.0299,0.7875
15.0651,-0.0347,0.0127
15.0673,-0.7535,-0.0146
15.0649,0.7938,-0.0136
15.0718,0.0137,-0.7279
15.0695,-0.0093,0.7353
16.0732,0.0024,-0.0304
16.0603,-0.7067,-0.0305
16.0582,0.6989,-0.0135
16.0756,0.0141,-0.6897
16.0664,0.0141,0.6784
17.0691,0.0115,0.0097
17.0820,-0.6581,-0.0242
17.0754,0.6981,0.0319
17.0748,-0.0299,-0.6986
17.0670,-0.0299,0.6655
18.0717,-0.0207,0.0208
18.0697,-0.6591,-0.0307
18.0850,0.6464,-0.0221
18.0827,0.0247,-0.6218
18.0733,-0.0150,0.6214
19.0843,-0.0179,0.0143
19.0771,-0.6050,-0.0255
19.0778,0.6272,-0.0009
19.0905,0.0269,-0.6182
19.0791,-0.0281,0.5949
20.0855,0.0068,-0.0239
20.0844,-0.5702,0.0165
20.0934,0.5466,-0.0162
20.0850,-0.0285,-0.5821
20.0819,-0.0144,0.5690
21.0837,0.0179,0.0157
21.0820,-0.5639,0.0230
21.0977,0.5323,-0.0095
21.0910,0.0221,-0.5222
21.0957,0.0120,0.5698
22.0854,-0.0086,0.0013
22.1025,-0.5395,0.0061
22.0891,0.5178,-0.0001
22.0959,0.0227,-0.4927
22.1015,0.0159,0.5007
23.0922,-0.0128,0.0105
23.1032,-0.5206,0.0218
23.0925,0.4748,0.0064
23.1000,-0.0210,-0.4881
23.0993,0.0191,0.5191
24.1089,0.0199,0.0169
24.1099,-0.4820,-0.0002
24.0996,0.4903,-0.0191
24.0941,-0.0186,-0.4979
24.1025,-0.0064,0.4595
25.0961,-0.0037,0.0079
25.1029,-0.4704,0.0117
25.1006,0.4645,-0.0153
25.1047,-0.0011,-0.4530
25.1062,0.0009,0.4545
26.1050,0.0106,-0.0203
26.1138,-0.4541,0.0190
26.1050,0.4356,0.0117
26.1187,-0.0024,-0.4544
26.0996,0.0068,0.4590
27.1162,0.0027,-0.0140
27.1099,-0.4344,-0.0155
27.1220,0.4239,0.0196
27.1104,0.0078,-0.4197
27.1095,0.0207,0.4217
28.1199,0.0060,0.0010
28.1229,-0.3925,-0.0053
28.1150,0.3900,0.0119
28.1174,-0.0090,-0.4212
28.1114,0.0054,0.4136
29.1136,-0.0137,-0.0117
29.1207,-0.3881,-0.0005
29.1175,0.4015,0.0076
29.1151,-0.0064,-0.3743
29.1164,-0.0008,0.4106
30.1290,-0.0017,-0.0018
30.1327,-0.3883,-0.0078
30.1357,0.3885,0.0147
30.1332,0.0112,-0.3875
30.1292,-0.0147,0.3939
31.1207,0.0074,-0.0071
31.1241,-0.3765,0.0154
31.1339,0.3501,0.0073
31.1233,0.0021,-0.3582
31.1215,0.0049,0.3653
32.1350,-0.0072,0.0167
32.1373,-0.3496,0.0170
32.1446,0.3703,-0.0070
32.1421,0.0160,-0.3574
32.1309,0.0047,0.3588
33.1298,0.0129,0.0151
33.1391,-0.3554,0.0090
33.1338,0.3529,-0.0044
33.1359,0.0110,-0.3314
33.1475,0.0006,0.3526
34.1383,-0.0109,-0.0054
34.1443,-0.3494,-0.0068
34.1346,0.3459,0.0119
34.1505,0.0104,-0.3318
34.1449,-0.0114,0.3468
35.1512,0.0035,-0.0018
35.1554,-0.3193,-0.0156
35.1531,0.3172,0.0102
35.1533,-0.0069,-0.3127
35.1490,0.0059,0.3264
36.1604,0.0113,0.0065
36.1475,-0.3151,0.0141
36.1475,0.3252,0.0092
36.1516,0.0049,-0.3305
36.1486,-0.0145,0.3024
37.1548,0.0030,-0.0105
37.1630,-0.3222,0.0008
37.1488,0.2972,-0.0061
37.1539,0.0119,-0.3026
37.1481,0.0109,0.2956
38.1544,0.0029,0.0113
38.1544,-0.3106,0.0063
38.1634,0.3032,0.0084
38.1624,-0.0028,-0.2952
38.1677,-0.0018,0.2921
39.1725,-0.0105,-0.0140
39.1660,-0.2905,-0.0002
39.1619,0.2860,-0.0056
39.1581,0.0145,-0.2895
39.1600,0.0006,0.2848
40.1709,-0.0093,0.0117
40.1630,-0.2767,0.0066
40.1705,0.2971,-0.0018
40.1745,0.0119,-0.2854
40.1660,0.0055,0.2743
41.1627,-0.0040,0.0122
41.1702,-0.2709,0.0009
41.1767,0.2679,-0.0014
41.1644,0.0132,-0.2829
41.1668,0.0086,0.2847
42.1842,0.0071,-0.0102
42.1699,-0.2766,-0.0104
42.1761,0.2604,0.0021
42.1712,0.0063,-0.2807
42.1816,0.0054,0.2679
43.1817,0.0115,0.0096
43.1885,-0.2566,-0.0001
43.1738,0.2778,0.0052
43.1714,-0.0047,-0.2650
43.1886,0.0099,0.2597
44.1787,0.0019,0.0078
44.1902,-0.2694,0.0068
44.1822,0.2609,-0.0022
44.1785,-0.0107,-0.2656
44.1805,0.0012,0.2593
45.1931,-0.0050,-0.0036
45.1865,-0.2511,0.0113
45.1897,0.2624,-0.0098
45.1820,0.0027,-0.2503
45.1863,0.0033,0.2491
46.1941,-0.0003,-0.0005
46.1996,-0.2556,0.0048
46.1949,0.2412,0.0087
46.1968,-0.0063,-0.2435
46.1994,-0.0085,0.2377
47.2007,0.0024,-0.0109
47.1896,-0.2340,-0.0079
47.2058,0.2407,0.0117
47.1893,0.0015,-0.2394
47.2071,-0.0040,0.2489
48.2026,0.0082,-0.0096
48.2031,-0.2394,0.0012
48.1991,0.2300,0.0025
48.2002,-0.0016,-0.2400
48.1914,-0.0012,0.2297
49.1981,0.0078,-0.0083
49.1966,-0.2313,-0.0011
49.2041,0.2351,0.0039
49.2061,0.0101,-0.2228
49.1968,-0.0074,0.2436
50.2103,-0.0012,-0.0100
50.2165,-0.2180,0.0011
50.2171,0.2378,-0.0105
50.2186,0.0061,-0.2354
50.2127,-0.0089,0.2212
51.2223,-0.0038,-0.0086
51.2101,-0.2238,-0.0039
51.2172,0.2308,-0.0020
51.2129,-0.0029,-0.2198
51.2197,0.0081,0.2231
52.2219,-0.0054,0.0078
52.2247,-0.2209,-0.0102
52.2192,0.2198,-0.0040
52.2161,0.0048,-0.2109
52.2164,0.0100,0.2193
53.2225,-0.0048,-0.0108
53.2128,-0.2204,0.0041
53.2255,0.2228,0.0014
53.2181,0.0062,-0.2212
53.2318,-0.0080,0.2092
54.2191,-0.0043,0.0069
54.2200,-0.2213,-0.0030
54.2185,0.2122,-0.0075
54.2169,-0.0005,-0.2101
54.2240,0.0081,0.2140
55.2295,0.0011,-0.0023
55.2255,-0.1991,0.0035
55.2216,0.2118,-0.0088
55.2338,0.0058,-0.2137
55.2342,0.0065,0.2139
56.2332,-0.0014,0.0042
56.2312,-0.1970,-0.0096
56.2305,0.1987,0.0102
56.2341,-0.0008,-0.2092
56.2312,0.0064,0.1994
57.2352,0.0016,-0.0092
57.2340,-0.1936,-0.0054
57.2306,0.1960,-0.0096
57.2365,-0.0033,-0.2048
57.2434,0.0086,0.1976
58.2404,0.0091,-0.0035
58.2389,-0.1880,0.0026
58.2454,0.1873,-0.0010
58.2510,-0.0097,-0.2029
58.2473,0.0005,0.1989
59.2549,-0.0030,0.0058
59.2404,-0.1879,-0.0007
59.2512,0.1916,-0.0035
59.2493,-0.0088,-0.1918
59.2379,0.0088,0.1963
60.2511,-0.0011,-0.0002
60.2612,-0.1946,-0.0054
60.2599,0.1944,0.0032
60.2549,0.0004,-0.1945
60.2533,0.0005,0.1909
61.2651,0.0051,0.0046
61.2551,-0.1889,0.0080
61.2542,0.1833,0.0032
61.2482,-0.0053,-0.1874
61.2576,-0.0056,0.1842
62.2588,-0.0048,-0.0073
62.2588,-0.1825,0.0008
62.2527,0.1778,-0.0072
62.2623,0.0007,-0.1833
62.2636,-0.0040,0.1917
63.2570,0.0059,0.0078
63.2605,-0.1812,0.0086
63.2619,0.1743,-0.0037
63.2562,-0.0024,-0.1775
63.2609,0.0075,0.1758
64.2673,-0.0066,-0.0084
64.2762,-0.1710,0.0007
64.2673,0.1710,-0.0057
64.2775,-0.0045,-0.1843
64.2610,0.0007,0.1852
65.2676,0.0059,0.0071
65.2706,-0.1773,-0.0020
65.2717,0.1676,-0.0074
65.2714,-0.0017,-0.1717
65.2633,0.0042,0.1741
66.2766,0.0009,-0.0012
66.2763,-0.1749,0.0043
66.2855,0.1769,0.0056
66.2713,0.0028,-0.1670
66.2817,-0.0035,0.1663
67.2766,0.0073,0.0079
67.2816,-0.1751,-0.0006
67.2726,0.1640,0.0025
67.2772,-0.0069,-0.1731
67.2760,0.0033,0.1738
