distance,azimuth,elevation
397.5509,90.0042,44.1675
353.0442,7.2579,46.7242
135.6015,14.9860,-0.0031
103.3851,-0.0477,54.8431
384.0325,20.6012,13.1877
230.1491,-0.0042,37.1466
225.4607,-0.0926,86.3359
262.8559,-0.0189,39.3433
439.7705,30.2088,25.3563
335.7779,37.2586,10.2895
478.9351,30.4005,34.3750
171.6519,85.5733,-0.0137
343.3352,107.6077,52.3320
423.8151,24.5587,45.0575
259.5226,89.9978,24.1226
266.9960,76.7504,0.0046
297.3102,53.9602,-0.0012
98.1654,142.6405,-0.0026
137.0995,179.9824,60.2370
320.5983,118.0940,69.3148
322.1008,51.6100,1.7418
156.0280,-0.5022,89.3169
266.5474,13.2975,22.3237
201.4097,0.0385,86.3731
207.8935,104.3246,6.9377
428.0832,58.2736,34.5124
367.9523,28.4460,0.0051
300.8240,47.4760,10.3250
322.3742,70.6059,9.5003
213.5254,-0.0307,2.7172
296.6481,25.5925,0.0171
304.7382,68.4794,-0.0055
373.3931,33.6972,53.4809
302.4325,23.9795,0.0069
302.7236,41.3520,0.1916
220.1072,88.2624,0.0036
147.5620,31.4788,-0.0058
348.5149,11.3648,45.3913
251.3513,120.3187,37.9787
399.3351,31.1777,14.6789
314.0339,20.6204,25.2747
266.2866,179.9885,79.0863
278.6925,89.9949,11.9450
396.6540,16.7164,28.7807
410.5727,80.3094,42.1626
231.3348,8.6836,0.0055
405.9420,28.3114,11.6657
365.0086,16.0965,8.6590
208.9281,-0.1161,76.5259
351.8689,18.2181,24.5766
307.8595,75.4365,0.0133
61.8474,-179.9107,36.6074
441.6200,24.8408,42.8072
121.6847,-0.0226,14.8431
376.9411,16.8985,13.9388
361.2809,22.5669,44.0133
212.2422,118.2374,5.2465
383.4077,7.2889,51.4737
383.1201,49.7559,36.1136
327.9749,18.0644,10.5724
125.7055,0.0138,40.1448
310.7147,80.2029,11.5124
200.0615,128.5515,36.7032
396.3995,19.8564,42.0565
196.5611,138.4856,47.1934
231.8337,77.0727,0.0072
293.0312,161.0491,68.8582
301.0768,123.6566,53.1947
203.3675,96.4903,8.2113
362.7958,103.3647,55.8000
458.0174,25.7325,31.9932
229.3378,85.9906,0.0050
183.2445,44.7029,0.0263
297.9178,89.9986,21.6223
318.0776,102.7886,70.5962
309.1660,93.0310,49.6419
303.0494,15.9398,34.5527
339.2537,30.9747,62.1932
313.4540,175.1691,73.1240
345.4006,32.8619,-0.0038
128.1370,153.6434,29.3169
68.6298,179.9934,28.9904
438.7004,55.8917,35.5929
174.5935,162.2803,53.0280
245.9003,25.5075,-0.0027
111.1690,-0.0151,72.1053
176.6054,103.3647,0.0131
90.6187,117.9608,-0.0089
246.3508,64.4699,0.0017
217.2234,-179.9094,78.5507
433.5129,60.0433,43.7939
358.1199,31.3680,-0.0036
335.9234,76.7068,23.4272
227.4577,-0.0048,39.3782
47.3644,0.0210,44.8281
60.0457,-0.0402,12.2211
278.5301,65.2661,-0.0197
363.4968,16.7676,17.6257
396.6359,54.3131,30.2021
336.3321,0.0051,58.1911
406.6393,21.6100,22.2373
286.3189,0.0013,62.0388
391.8659,31.0002,7.6066
191.2617,13.4605,-0.0099
103.5846,0.0375,58.7982
244.5557,31.2327,-0.0093
418.1519,27.1540,19.8280
314.6662,76.9899,11.8800
256.8943,0.0362,36.4171
144.9359,172.8650,45.9122
346.2426,69.4953,22.3349
306.5186,-0.0144,68.2000
251.9269,179.8992,89.4755
220.3644,-0.0182,73.1580
227.0211,90.0031,3.4052
460.6899,23.4348,40.6261
311.1932,164.3767,74.6470
169.5988,0.0206,19.0910
355.2610,71.4516,27.0475
364.8200,60.5814,55.3231
211.9192,0.0005,33.1458
158.9197,129.9470,11.4345
298.9978,50.2601,0.0077
304.7272,88.5510,79.9275
425.6490,27.0712,22.5589
87.1245,-179.9942,30.5379
363.2488,0.1434,48.6345
191.4049,42.4175,0.0062
171.4292,149.9961,47.6743
203.1648,99.5823,2.3039
174.4150,177.9417,54.9927
242.0266,126.4378,45.8941
354.2517,57.9275,1.6997
179.1610,179.9439,72.5328
338.5807,100.2232,53.1147
360.0875,56.2204,2.7009
381.8444,34.4240,22.1184
287.8469,45.9672,1.2126
224.4401,89.8954,0.0212
460.7027,26.9642,31.5459
136.7823,63.6262,0.0351
384.4382,55.3384,51.2808
368.6429,68.2960,54.4755
323.5186,116.7196,46.5668
102.6020,173.3296,11.2425
279.8973,134.3293,59.2347
406.2415,30.6696,15.1348
294.0122,76.7282,-0.0022
344.2725,0.0189,49.5530
225.9296,-0.0168,70.2911
472.2354,27.2001,39.4357
354.9413,16.6158,9.7743
395.3202,81.7461,49.3785
171.6579,124.2496,-0.0225
483.6921,31.5773,37.8319
457.0351,18.4043,36.1833
324.7925,20.7676,29.6758
314.5367,69.5687,72.4833
200.3664,179.9274,75.3978
134.5872,44.3689,-0.0150
216.2675,85.8616,0.0014
338.5995,69.7836,19.2457
224.0972,113.4955,13.3248
100.5619,179.8865,73.9628
351.3247,115.6996,50.8163
73.5256,65.6053,0.0047
85.1635,-179.9496,47.3123
159.7243,-179.9929,62.1719
194.3023,122.5378,16.9633
341.1130,85.3756,28.0703
240.5438,179.9635,83.2890
246.2434,123.7270,43.0241
368.8563,36.2425,23.5264
316.6871,125.5591,57.1118
285.4393,7.8551,31.9177
190.0239,117.9412,-0.0157
394.4459,63.8356,49.5136
82.6889,94.5005,0.0051
189.3269,125.5241,24.6314
360.0171,16.2695,7.4670
373.7281,32.3982,2.5925
347.1758,98.0220,59.8002
472.1649,18.8457,39.4615
281.6973,77.5571,-0.0006
382.0562,57.5108,51.7520
123.9443,179.9939,44.1006
202.7774,123.0796,25.3768
368.1713,24.6862,54.5592
455.5042,58.6887,41.2060
213.1782,98.8507,18.2977
299.6641,30.9581,-0.0140
261.6514,59.9713,-0.0132
426.7957,61.1614,36.6456
443.6617,19.5324,42.5489
281.9997,158.3522,67.5808
170.1532,-179.9836,75.6881
65.2579,134.1581,0.0664
330.8497,104.6953,51.3127
359.8294,89.9956,45.8321
260.6049,94.2003,39.6930
193.3676,-0.0088,74.9645
377.0080,59.9819,52.7129
325.1862,89.9835,41.4615
431.4909,26.2974,25.1653
146.7667,-179.9684,62.0897
314.1518,39.5740,1.8763
376.3157,76.8517,52.8800
378.5762,47.9011,37.9833
205.8328,-0.0074,15.3482
177.7093,-0.0259,47.8092
95.7066,-0.2905,85.2129
98.9921,-179.8999,86.1233
468.2357,31.4032,34.9446
330.0832,51.7725,11.7318
298.5909,28.8947,0.0000
386.9869,39.2497,50.8331
398.9123,63.0584,48.7746
292.7568,89.9897,46.8188
356.6666,68.5919,57.2838
323.3868,103.8186,68.0660
376.4033,35.7419,52.8618
326.5826,0.0096,66.2962
376.0861,21.4671,0.7671
226.7110,118.1602,20.7329
372.9199,44.3036,39.8736
273.1624,70.8336,-0.0183
368.1988,51.8371,28.4331
265.7420,30.9900,-0.0007
411.7604,33.5666,46.7764
363.0414,17.3840,22.6915
118.3701,-0.0596,63.8727
274.1750,90.0064,10.1969
292.1614,0.0035,38.6047
335.3401,38.3413,15.9313
185.5209,0.0201,45.7769
365.9590,16.9429,0.1274
336.6350,36.6424,5.6582
75.8650,-179.8683,71.7913
82.3871,45.4640,-0.0051
359.6601,3.7193,48.0249
357.3175,18.1891,26.2953
432.9742,56.0681,34.1810
262.3844,13.1822,20.0498
334.2876,78.3044,23.5823
342.3804,116.4740,61.2012
280.5224,11.4610,29.1439
205.9677,125.8529,34.0397
57.4288,79.5504,-0.0552
293.6745,-179.9400,88.3239
403.7190,29.0528,7.4354
415.6076,16.1768,30.2933
248.8718,94.6181,36.2836
139.3004,111.0078,-0.0093
170.8070,-0.0416,14.2383
323.9849,90.0191,23.6745
374.8887,37.8288,29.5940
383.2991,16.6688,17.6259
279.1725,118.0072,40.2593
351.2026,77.8333,29.1032
260.9604,32.7294,0.0022
447.8884,25.3842,30.1508
259.3778,88.2940,-0.0089
351.8554,15.1554,45.0195
305.3840,20.0325,-0.0021
447.0726,36.3973,42.1543
184.5879,122.9064,3.9234
373.6752,25.2328,53.3675
213.0587,100.7316,17.1461
442.8168,21.1237,32.0743
111.7436,179.9923,34.2296
381.1003,19.6535,48.0381
400.7821,31.3519,16.4535
449.3583,21.8897,41.8850
331.6249,37.1814,3.5008
409.7253,23.8526,20.9253
356.5286,17.9580,44.9622
402.4724,18.4036,23.5848
364.5335,106.2838,55.3904
322.3633,53.9931,-0.0133
424.0959,61.0911,36.1013
266.5590,21.9464,13.9000
252.0728,-179.9851,76.9694
267.8561,18.6322,18.9717
329.4857,17.7649,0.0061
220.4595,0.0039,32.6348
302.6885,158.5359,69.1985
182.7368,-179.9419,58.2029
373.6126,90.0042,48.3026
461.9937,25.0242,33.2733
255.8670,-0.0037,61.4763
316.4218,53.4450,-0.0054
198.7267,122.5525,20.5839
111.7575,179.9726,37.2542
294.0600,-0.0415,81.3707
433.1241,59.3369,36.3644
389.4987,20.1656,41.8606
347.2697,17.6450,59.7446
246.4528,101.8157,34.0218
365.0621,40.5996,32.7089
117.8091,107.5363,-0.0186
415.0032,40.9658,42.6754
342.3918,83.9057,28.2239
423.0095,51.0695,41.2190
339.1773,13.9888,62.2081
306.2911,140.6374,78.3490
55.1947,175.3119,0.0767
322.1553,108.7215,68.6508
266.6921,93.5568,41.3000
373.9197,55.2621,53.3695
289.3061,-0.0061,53.8559
412.6651,70.5619,39.5578
315.9784,1.5542,40.5284
339.6774,46.9369,30.4516
350.2559,21.4221,38.5319
250.8451,89.9841,35.3492
325.9568,89.9926,33.1921
451.9737,32.8998,35.4103
232.6534,84.6816,0.0253
364.3183,55.6089,13.4974
62.4728,179.9124,76.5412
331.5291,66.0725,8.1282
25.1402,61.2597,0.0335
88.8382,0.0201,10.1539
343.4855,39.3986,23.4179
52.2513,179.1100,80.9132
195.6267,-0.0028,30.3998
103.6117,0.0332,59.8709
147.5860,3.5847,-0.0158
331.3096,0.8242,64.8640
196.9645,121.6892,14.8388
393.4778,33.1266,21.5393
87.4583,-179.9993,41.7073
374.9414,90.0191,45.3717
289.9642,89.9874,44.5054
301.0240,87.4848,3.9820
336.6081,100.7494,52.7931
342.6087,54.2612,2.0295
477.6400,20.4029,38.9063
412.2153,18.0278,38.4296
402.4155,52.9741,34.3827
232.1849,118.2573,24.5566
344.3241,37.3605,60.5812
368.8664,62.7666,23.7943
215.0868,32.7572,0.0030
409.3979,33.5955,27.9724
273.1868,89.9930,12.7881
354.7282,16.9490,14.7749
155.6157,111.9296,-0.0008
372.3362,8.2949,49.3558
122.3587,155.3256,25.9028
71.5802,-0.2081,72.7881
395.3158,72.8836,37.4333
373.4009,30.4648,53.4672
304.3386,-0.0189,71.6506
253.4654,0.0043,20.3517
230.9212,-0.0091,7.7752
369.6221,82.4140,35.0353
199.4584,121.9783,18.7716
386.2714,19.4788,48.7808
441.9064,52.2506,42.7542
435.5479,50.9013,43.5264
261.1593,14.6233,18.2722
444.0248,17.1320,34.4086
339.1445,98.4421,62.1926
370.0327,34.8317,18.7954
377.5429,70.5765,32.6131
389.9444,16.0551,21.9611
164.9043,35.5503,-0.0006
250.8043,-0.0216,30.1676
356.4832,91.9423,55.8488
349.3541,99.5268,59.1557
332.4415,69.1010,15.0015
178.0929,179.9569,57.9062
236.8682,0.0643,87.1278
255.0491,90.0070,26.2445
182.3478,96.4220,-0.0019
189.3698,179.9453,82.0776
414.2808,17.1707,35.2009
355.5740,68.4880,24.9064
205.8424,101.9971,6.7424
57.1942,158.1568,0.0519
348.5669,17.5960,18.3920
215.9271,101.2081,19.2349
290.1142,20.8168,14.2319
151.5586,122.2357,-0.0288
418.8470,31.9699,45.7483
386.6767,54.3438,27.4558
421.7762,59.4387,34.3297
223.2556,98.5816,25.0217
263.9897,54.4774,0.0118
141.8911,113.8513,0.0172
280.6995,21.8515,16.7610
181.0509,85.3135,0.0094
283.1973,-0.0324,51.9406
412.2466,85.2188,46.7238
327.3479,77.4965,66.3825
469.2612,22.6816,36.0847
201.0152,96.0734,0.0071
326.4424,79.7539,20.9512
352.9472,108.4041,58.2218
437.1138,21.2146,30.8130
284.2732,174.3474,69.2932
294.9996,13.9679,33.0061
330.3591,82.4861,65.2333
343.7976,68.1665,60.7550
431.5627,17.9920,41.4502
48.4942,73.9338,0.0322
255.3657,77.5493,-0.0080
351.5032,2.3447,46.9016
280.0544,109.8855,40.5732
235.0934,36.3990,0.0032
145.2967,150.8653,38.0315
146.5818,176.1818,46.8947
262.1854,-0.0291,58.9528
227.5862,157.2765,61.5519
355.3050,71.0697,26.8176
243.6784,-0.0134,72.1575
278.3614,-179.9631,77.9369
453.3825,60.5585,41.4194
330.6840,119.1971,65.1012
301.1474,-179.9882,73.0951
366.1039,13.0177,47.7240
317.5999,35.6187,70.8366
381.2064,51.5989,32.4100
267.4275,0.0336,50.5547
242.0551,179.9920,69.3420
323.7074,19.6239,23.1571
68.8636,-179.9665,46.8613
256.7664,179.8336,89.3050
308.8807,101.4830,48.6496
285.3756,179.9197,80.6235
151.7643,88.7489,-0.0240
297.0412,45.5287,16.0076
282.2658,65.0973,0.0028
333.1179,77.7319,64.2284
315.5324,53.2544,71.9466
340.4692,18.4925,0.0008
234.6018,0.0051,41.0818
403.5824,64.1076,48.0021
177.2618,-0.0264,25.7425
288.6341,90.0154,27.3412
363.1697,56.1148,8.7904
377.3371,70.8004,32.6394
328.0129,1.0319,66.1428
77.9652,179.9613,3.5507
311.2093,84.3676,74.5192
193.8821,-0.0188,36.9336
163.1829,129.2353,14.4116
368.0783,81.9649,54.5758
404.5953,26.0154,47.8703
306.8154,48.0439,12.9181
404.7471,21.4161,21.7441
388.0691,88.7088,50.6338
192.6707,-0.0033,19.7550
127.0973,156.3417,30.8757
343.6450,121.2303,60.7945
425.7125,17.7883,39.7851
309.3397,21.4010,27.6577
232.3758,6.6397,0.0027
394.5576,23.0589,15.3535
100.4548,177.5175,4.8885
189.3080,127.9387,30.7390
313.0752,38.3019,0.0048
118.7579,-179.9975,71.1763
321.7141,90.0056,24.4340
361.4058,46.5371,56.1030
324.3851,136.8934,67.6334
125.1490,159.7617,31.6247
389.7012,17.3498,19.7452
250.6138,67.6174,0.0080
424.3049,65.9185,39.2420
300.2699,106.7813,87.4098
38.8947,-179.9839,38.5434
229.0052,34.2529,-0.0187
366.9482,27.5726,54.8325
121.6342,20.2868,0.0290
233.7997,70.4670,-0.0265
360.8581,88.1985,33.7289
123.2831,94.9797,-0.0097
370.0205,52.8896,26.3764
147.5476,179.9958,75.4243
358.5163,16.4140,9.2679
296.7344,42.9035,7.9510
384.3595,57.5566,51.3174
246.2367,0.0090,26.9686
234.9484,-0.0166,9.3180
77.4276,179.9914,2.9604
380.7639,79.8041,36.8315
463.6783,56.4690,40.3200
255.5091,10.4315,17.2296
281.2405,179.9778,69.6415
317.5719,72.2238,7.2716
273.3738,0.0140,43.7722
392.4650,50.6459,36.5099
354.9187,47.3374,57.7309
245.2701,67.1372,-0.0130
293.9963,116.0165,40.7946
401.4501,17.0438,24.2167
118.1018,148.4918,6.6934
105.6950,87.4881,0.0206
138.7336,148.3508,32.1949
441.5629,18.2313,33.4220
301.7506,20.2444,16.8298
390.7131,90.0019,48.0729
183.0925,-0.0053,40.1500
277.2427,28.4890,0.0120
386.2810,61.6839,28.0794
253.2622,-0.0259,20.4507
360.3340,41.2776,32.7099
176.2097,144.9695,46.1107
373.9907,18.9720,34.6631
406.1807,53.4364,34.2536
303.6378,170.7512,81.0559
278.7539,179.9589,75.4693
336.3487,120.0233,63.1031
366.2833,-0.0038,53.0881
177.0960,162.5326,53.7259
234.4366,50.2297,0.0132
368.9662,11.9407,48.3393
385.1775,89.9933,44.1618
298.7019,11.7298,34.8379
205.4488,124.1504,29.8657
315.5180,81.5719,16.0136
277.6618,90.0010,16.3909
351.4747,122.1375,57.6666
42.8117,160.1370,-0.0392
18.5633,171.4680,0.0248
321.9486,126.0123,58.1113
394.1657,26.5725,6.9456
399.2463,37.1060,48.7090
457.0995,55.2948,41.0208
161.6116,158.6457,48.3828
304.0230,11.4286,80.7418
424.7882,33.4995,31.4457
427.3233,76.0934,43.6734
265.9389,81.0511,0.0020
259.0815,90.0035,25.9361
351.2374,82.3352,30.5044
299.6869,7.7904,36.0803
194.7981,163.0171,57.5361
283.6772,1.1981,32.1921
432.6500,37.3260,40.3455
342.2939,73.4653,61.2200
432.7063,16.1482,33.9007
334.2642,90.0145,45.2513
86.0373,30.4735,0.0139
173.6475,0.9499,0.0086
411.6524,42.7927,46.7676
192.4723,0.0417,58.8206
193.5242,179.9935,77.8642
349.1659,23.7037,-0.0007
418.4298,33.2122,45.7921
333.9333,85.7470,63.9466
319.4877,29.7151,69.8764
340.7704,64.1559,12.0114
354.5878,81.7569,31.2628
450.9164,31.6275,32.2404
355.1231,54.6481,57.6746
280.6063,117.2363,38.8400
330.0282,17.6734,3.5482
303.7008,44.8462,20.9544
315.9086,19.9038,21.4389
421.8093,19.0379,43.3872
137.8391,-0.0033,19.3304
411.4674,50.9889,39.4705
139.7488,116.1091,0.0019
141.3052,140.5093,23.4841
215.6506,97.2036,20.8143
333.7553,37.0122,5.7263
282.6367,130.6748,57.0855
291.4633,2.9823,34.4650
40.3490,-0.0884,22.7002
144.1914,135.0427,11.5238
207.1282,119.3358,9.8202
384.6978,61.3872,27.3190
178.7710,126.4096,19.4859
313.6542,78.3265,12.4229
286.4554,21.5280,17.8953
220.8814,117.9519,14.9471
468.2207,16.2517,38.8521
204.8058,149.6132,55.5365
304.4317,113.8117,44.1074
177.2696,33.0653,-0.0079
395.4773,55.6282,26.4215
345.1343,101.3587,53.7735
86.1714,107.0801,-0.0097
388.8230,80.8791,38.5982
50.2962,-179.9215,21.0230
322.4301,21.6841,0.0133
176.6219,108.0021,-0.0021
330.3619,66.9610,9.3055
311.9997,87.2506,15.7026
49.5801,-179.4200,80.8665
305.5901,0.0191,54.3272
202.6285,179.7223,89.2227
141.8899,10.8860,-0.0140
353.9317,53.7244,17.1952
156.8297,99.0515,-0.0097
324.2007,73.1406,14.7671
370.8124,55.8659,15.9825
330.5555,39.0922,16.3676
162.1650,-0.0023,22.1229
146.6783,82.9425,-0.0115
133.1307,0.0087,31.2147
263.3615,0.0679,77.5695
103.1369,30.3802,-0.0177
351.5359,65.3638,20.1249
380.7226,55.8883,20.5373
233.8963,26.2940,0.0048
478.7476,31.9404,37.8434
157.9970,108.2035,0.0158
95.9718,122.9531,0.0579
78.4859,23.3251,-0.0160
372.7689,54.1359,23.6605
309.0938,12.1771,37.4013
406.4932,32.1393,22.3459
456.9122,32.3082,35.0087
399.6898,16.8378,30.2183
315.3024,-0.0107,46.4723
244.8947,104.1731,32.6227
344.0187,40.1239,60.6909
192.2137,38.0913,0.0071
230.8717,-0.0003,28.4056
330.9364,7.9267,65.0215
395.9572,21.9318,49.1906
130.8983,-179.9490,86.7656
409.3946,84.0882,47.1107
242.9927,26.0984,0.0174
330.3403,47.1688,27.0444
380.3057,52.7615,52.0899
85.0374,0.0155,56.3979
259.8188,3.0508,22.2875
333.7928,91.0046,53.1782
209.5549,154.7865,58.1699
353.0873,40.9827,30.2360
463.9971,25.1952,33.4975
328.7531,132.6613,65.7998
211.3845,-0.0954,79.6155
269.3247,20.9406,17.4290
438.3725,21.4303,30.9337
308.9817,82.6993,11.7602
322.7017,38.2920,0.9654
395.1930,26.2781,8.9531
286.6340,44.2823,1.6075
438.1740,20.3277,31.5940
234.0384,168.6619,64.1425
368.1596,33.8362,12.6795
342.5619,90.0026,49.9891
389.1254,63.1881,30.2523
406.1765,26.9865,14.7119
281.2395,50.2980,0.0156
310.4366,139.1450,64.7840
270.7505,89.9995,39.3111
366.9324,41.9009,35.2989
334.4705,3.5687,44.0404
430.5939,64.4029,44.1629
195.1955,-0.0006,9.1217
324.9358,2.3737,67.4079
242.1800,122.5206,39.8053
311.7984,101.6752,49.1091
76.5795,102.7296,-0.0072
360.0277,67.1210,25.2852
358.0217,35.2450,14.5228
310.9675,20.3563,34.5828
276.4279,110.1516,39.5792
364.0089,47.7358,35.2277
254.8776,0.4948,19.6768
398.0919,31.8323,17.7903
469.7937,19.4547,39.6877
340.6920,18.2206,20.1448
366.8982,17.0315,21.5025
244.2971,73.5046,-0.0106
293.9064,44.6342,14.4153
94.8201,179.9803,53.6422
313.2364,22.1575,32.2071
421.3435,68.8167,40.2025
422.2111,63.2888,37.2832
351.5297,60.9261,12.4678
228.5872,109.3081,22.0155
164.2365,103.2792,-0.0185
126.1105,131.2911,0.0351
328.5129,20.6966,30.5646
231.7016,68.7853,-0.0119
302.5821,0.0229,60.4318
362.4407,76.6910,31.7236
229.8998,64.7436,0.0069
414.9490,61.2491,46.3122
398.7486,70.3419,48.7985
124.3185,0.0012,11.7352
