distance,azimuth,elevation
51.3073,0.0013,0.1972
52.2290,-0.0463,-0.0502
53.1999,0.0707,0.0535
54.1682,0.0382,-0.0491
55.2718,-0.0186,-0.0033
56.2382,-0.0194,-0.0416
57.2170,0.0160,-0.0098
58.2909,0.0244,-0.0916
59.1384,-0.0235,0.0561
60.3014,0.0789,-0.0316
61.3587,-0.0240,-0.0131
62.2819,-0.0515,0.0030
63.2265,-0.0654,-0.0358
64.2978,0.0028,-0.0559
65.3145,-0.0267,0.0281
66.2834,-0.0079,0.0174
67.1960,-0.0242,0.0454
68.2516,-0.0462,-0.0013
69.4051,-0.0443,-0.0193
70.2711,0.0611,0.0184
71.2421,-0.0451,-0.0596
72.3142,-0.0805,0.0209
73.4255,0.0145,0.0110
74.3374,0.0262,-0.0440
75.2824,0.0079,0.0095
76.2424,-0.0261,-0.0260
77.2615,0.0068,-0.1277
78.3350,-0.0450,-0.0086
79.3325,-0.0182,0.0015
80.3288,-0.0559,0.0852
81.2623,0.0297,-0.0015
82.3238,-0.0042,-0.0038
83.3257,-0.0543,0.0423
84.3172,-0.0092,-0.0712
85.4156,-0.0475,0.0018
86.4062,0.0660,-0.0760
87.3482,-0.0067,0.0214
88.3926,-0.0088,-0.0024
89.3425,0.0188,0.0084
90.3484,-0.0070,0.0162
91.3868,-0.0064,-0.0074
92.3662,0.0286,-0.0550
93.3600,0.0170,0.0143
94.3955,-0.0155,0.0292
95.4055,0.0035,-0.0661
96.4471,0.0195,0.0153
97.4232,0.0377,0.0415
98.3893,0.0212,-0.0287
99.3414,0.0604,-0.0111
100.4893,-0.0082,-0.0151
101.3847,0.0195,0.0246
102.5277,-0.0028,-0.0543
103.3778,0.0139,0.0087
104.4660,-0.0252,-0.0293
105.4292,-0.0369,0.0069
106.4332,0.0000,-0.0247
107.4360,0.0212,-0.0585
108.4793,0.0175,0.0148
109.5238,-0.0279,0.0267
110.5134,-0.0080,0.0017
111.4214,-0.0084,-0.0199
112.4339,0.0039,-0.0124
113.4419,0.0087,0.0039
114.4781,-0.0124,0.0508
115.5088,-0.0392,-0.0553
116.5092,-0.0755,0.0396
117.4475,-0.0294,0.0211
118.5884,0.0446,-0.0282
119.4393,0.0496,0.0292
120.5004,-0.0251,-0.0258
121.4850,-0.0050,0.0254
122.5239,-0.0164,0.0155
123.4495,-0.0511,-0.0179
124.5156,-0.0157,0.0238
125.5369,-0.0288,0.0248
126.4587,0.0401,0.0035
127.5053,0.0034,0.0321
128.5420,-0.0023,0.0139
129.5770,-0.0613,-0.0182
130.5972,0.0053,0.0193
131.5180,0.0114,-0.0279
132.5958,-0.0054,-0.0051
133.4762,0.0173,-0.0071
134.5786,0.0013,0.0213
135.5376,0.0168,-0.0102
136.6599,-0.0153,-0.0307
137.6356,0.0105,0.0188
138.6474,-0.0314,0.0061
139.6653,-0.0147,0.0070
140.6047,0.0196,-0.0322
141.5563,-0.0292,0.0247
142.5946,-0.0259,0.0191
143.5769,0.0110,-0.0016
144.5368,0.0061,0.0113
145.5825,-0.0007,0.0255
146.6667,-0.0048,0.0051
147.6164,0.0052,0.0028
148.5500,-0.0028,0.0046
149.5897,0.0021,-0.0241
150.6886,-0.0018,0.0199
151.7588,0.0009,-0.0031
152.6455,-0.0243,-0.0563
153.6404,-0.0417,-0.0073
154.6747,-0.0201,-0.0023
155.7743,0.0240,-0.0183
156.6659,0.0166,-0.0015
157.7175,-0.0026,-0.0143
158.6774,-0.0006,-0.0295
159.6999,0.0199,0.0341
160.6896,-0.0007,0.0273
161.6417,0.0384,-0.0050
162.7533,0.0052,0.0010
163.6192,-0.0147,-0.0129
164.6955,0.0159,0.0054
165.7685,0.0116,0.0178
166.7002,-0.0311,0.0057
167.6841,0.0036,0.0019
168.7248,0.0096,-0.0187
169.6762,-0.0170,-0.0015
170.6837,0.0294,0.0110
171.7242,0.0013,0.0153
172.7214,0.0085,-0.0132
173.6434,-0.0018,-0.0164
174.6527,0.0072,0.0076
175.7537,-0.0020,0.0113
176.7078,0.0307,-0.0248
177.7235,0.0188,-0.0107
178.7132,0.0043,0.0052
179.7654,0.0200,0.0133
180.7354,0.0111,0.0061
181.8317,-0.0090,-0.0048
182.7430,0.0190,-0.0241
183.8256,-0.0048,0.0009
184.7581,-0.0051,-0.0377
185.6761,-0.0179,0.0200
186.6408,0.0147,0.0084
187.8041,-0.0053,0.0158
188.7414,0.0022,-0.0096
189.7864,0.0019,-0.0118
190.8194,-0.0030,-0.0084
191.7961,0.0253,0.0065
192.7200,0.0025,0.0173
193.8098,0.0126,0.0051
194.7925,-0.0018,0.0330
195.8025,-0.0099,-0.0006
196.9378,0.0028,0.0182
197.8613,0.0269,-0.0190
198.7877,-0.0105,0.0092
199.7760,0.0083,0.0142
200.8920,0.0115,0.0015
201.8766,-0.0333,-0.0239
202.8315,-0.0128,0.0135
203.8524,0.0110,0.0348
204.9456,0.0099,0.0101
205.8237,-0.0003,-0.0120
206.8671,0.0074,0.0009
207.8493,0.0259,0.0201
208.8489,0.0030,0.0033
209.8641,0.0002,0.0045
210.8876,0.0028,0.0072
211.8143,-0.0007,-0.0072
212.8223,0.0017,0.0069
213.9311,0.0030,0.0013
214.9924,-0.0064,-0.0075
215.9054,0.0047,0.0002
216.8744,0.0027,0.0089
217.9285,-0.0103,0.0063
218.8632,0.0064,0.0119
219.9460,-0.0060,0.0170
220.9315,0.0062,0.0057
221.9206,0.0005,0.0015
222.8852,0.0172,-0.0106
223.9365,0.0183,0.0053
224.9382,-0.0007,0.0114
225.8403,0.0165,-0.0275
226.9840,-0.0313,0.0030
227.9460,-0.0053,-0.0122
228.9309,0.0003,-0.0327
229.9511,-0.0111,0.0174
231.0744,-0.0038,0.0074
231.9611,0.0059,-0.0174
232.9345,0.0037,-0.0009
234.0340,-0.0121,-0.0163
234.8909,0.0181,-0.0117
235.9952,0.0009,0.0041
236.9472,0.0129,0.0101
238.0648,0.0164,0.0028
238.9307,0.0156,-0.0182
240.0442,-0.0154,-0.0178
239.9498,-0.0054,-0.0092
239.9271,0.2755,-0.0074
239.9729,0.4833,-0.0066
240.0298,0.7291,-0.0117
240.0385,0.9657,0.0264
240.0315,1.1969,-0.0011
240.1438,1.4499,0.0086
240.1770,1.6935,-0.0017
240.1182,1.9495,0.0130
240.1495,2.1603,-0.0183
240.1603,2.3972,0.0074
240.3341,2.6455,-0.0117
240.2675,2.8887,-0.0036
240.4273,3.1275,0.0104
240.4798,3.3722,0.0124
240.5815,3.6298,-0.0026
240.5446,3.8469,-0.0083
240.6729,4.0876,-0.0135
240.6720,4.3373,-0.0060
240.7994,4.5837,0.0052
240.8361,4.8087,0.0183
240.9266,5.0404,-0.0135
241.0588,5.3012,0.0005
241.0370,5.5247,-0.0099
241.1705,5.7392,0.0177
241.3311,5.9862,-0.0054
241.4323,6.2522,0.0149
241.5435,6.4688,-0.0208
241.5800,6.7357,0.0313
241.7862,6.9555,0.0038
241.9125,7.2074,0.0000
242.0738,7.4161,-0.0001
242.0634,7.6935,0.0004
242.3287,7.9115,0.0109
242.3436,8.1490,0.0081
242.5909,8.3883,0.0419
242.8401,8.6047,-0.0127
242.8893,8.8444,-0.0043
243.0141,9.0732,-0.0137
243.2625,9.3235,0.0200
243.4752,9.5426,0.0105
243.5659,9.7771,-0.0022
243.8119,10.0119,0.0147
243.9046,10.2812,0.0081
243.9845,10.4777,0.0061
244.3190,10.7214,0.0151
244.4191,10.9692,-0.0008
244.6012,11.1804,-0.0070
244.8385,11.4238,0.0064
245.0150,11.6509,-0.0130
245.2584,11.8911,0.0141
245.5308,12.1071,0.0207
245.6273,12.3320,-0.0045
245.9294,12.5838,0.0076
246.1454,12.8008,-0.0017
246.3337,13.0351,0.0043
246.6374,13.2669,0.0065
246.8410,13.4840,0.0151
247.0489,13.7061,-0.0062
247.3102,13.9579,0.0084
247.5302,14.2036,0.0012
247.7781,14.3856,0.0139
248.0824,14.6361,0.0074
248.3041,14.8566,-0.0128
248.5533,15.0732,-0.0035
248.8174,15.2927,0.0081
249.1139,15.5212,-0.0120
249.4239,15.7370,0.0026
249.6003,15.9913,-0.0005
249.9634,16.1826,0.0149
250.2468,16.4213,0.0085
250.5532,16.6618,0.0018
250.6961,16.8569,0.0235
251.1312,17.0845,-0.0148
251.4218,17.3176,0.0090
251.5958,17.5096,-0.0140
251.9844,17.7547,-0.0029
252.2471,17.9415,0.0119
252.5718,18.1545,0.0123
252.9178,18.3795,-0.0178
253.2544,18.5971,0.0128
253.5705,18.8195,0.0104
253.7757,19.0512,-0.0197
254.2094,19.2424,-0.0158
254.5548,19.4699,-0.0027
254.9565,19.6811,-0.0093
255.3352,19.8955,-0.0101
255.5809,20.0931,0.0229
255.9819,20.3364,0.0174
256.2843,20.5278,0.0016
256.7855,20.7412,-0.0006
256.9512,20.9528,0.0166
257.4395,21.1672,-0.0101
257.7127,21.3898,0.0016
258.1195,21.5544,-0.0040
258.5043,21.7835,-0.0030
258.9158,22.0111,0.0103
259.2144,22.2006,0.0235
259.6065,22.4107,0.0108
260.0528,22.6228,0.0030
364.0157,15.9520,-0.0040
364.2788,16.0989,-0.0015
364.5913,16.2534,0.0033
364.8060,16.4093,0.0125
365.1468,16.5467,0.0045
365.4735,16.6997,0.0091
365.8070,16.8619,0.0050
365.9448,17.0092,0.0113
366.3178,17.1732,-0.0052
366.6541,17.3196,0.0075
366.8844,17.4683,-0.0019
367.2815,17.6228,0.0031
367.5447,17.7631,-0.0029
367.8313,17.9175,0.0054
368.1069,18.0632,0.0032
368.4182,18.2199,0.0104
368.7660,18.3499,0.0095
369.0615,18.5006,-0.0118
369.4602,18.6571,0.0068
369.7474,18.8078,0.0040
370.0460,18.9347,-0.0039
370.4133,19.1093,-0.0009
370.7439,19.2426,-0.0118
371.0339,19.3948,-0.0040
371.3234,19.5376,-0.0030
371.6429,19.6946,-0.0048
372.0585,19.8450,0.0084
372.4158,19.9784,0.0010
372.7843,20.1421,-0.0128
373.1355,20.2748,-0.0147
373.4753,20.4143,0.0070
373.9294,20.5781,0.0109
374.1372,20.7007,0.0100
374.5423,20.8594,0.0026
374.8206,20.9804,0.0002
375.2085,21.1403,-0.0083
375.6131,21.2834,-0.0183
376.0500,21.4336,0.0059
376.2694,21.5680,-0.0071
376.7853,21.7188,-0.0117
377.2144,21.8506,0.0014
377.4754,21.9943,-0.0052
377.8494,22.1304,0.0148
378.2092,22.2815,0.0030
378.6075,22.4235,-0.0068
378.9922,22.5622,0.0051
379.3460,22.6965,0.0088
379.8243,22.8386,0.0012
380.1459,23.0014,-0.0062
380.6621,23.1260,-0.0024
380.8963,23.2647,0.0084
381.2914,23.4123,0.0094
381.8044,23.5475,0.0009
382.1713,23.6808,-0.0027
382.6064,23.8277,-0.0040
383.0100,23.9567,0.0019
383.4092,24.1000,-0.0009
383.8221,24.2336,-0.0069
384.2359,24.3730,-0.0077
384.6271,24.5119,0.0022
385.1035,24.6374,-0.0042
385.4410,24.7909,0.0130
385.9380,24.9153,0.0077
386.3826,25.0525,0.0077
386.7298,25.1795,0.0014
387.2231,25.3374,0.0155
387.6726,25.4743,0.0078
388.0526,25.5927,0.0013
388.5356,25.7278,-0.0061
388.9662,25.8835,-0.0055
389.4216,26.0012,0.0086
389.8887,26.1347,0.0062
390.2706,26.2610,0.0114
390.6961,26.3942,-0.0060
391.1705,26.5265,0.0007
391.6527,26.6612,0.0081
391.9618,26.7997,0.0008
392.5438,26.9366,-0.0076
392.8882,27.0592,0.0006
393.5021,27.1865,-0.0027
393.9758,27.3210,0.0090
394.5047,27.4579,0.0044
394.8739,27.5792,-0.0058
395.2781,27.7092,0.0049
395.7936,27.8317,-0.0030
396.2703,27.9715,0.0074
396.6565,28.0952,0.0045
397.1941,28.2435,0.0060
397.7168,28.3645,0.0032
398.2761,28.4852,-0.0014
398.6685,28.6229,-0.0020
399.1281,28.7425,0.0041
399.6576,28.8495,0.0020
400.1011,28.9894,0.0049
400.6840,29.1330,-0.0070
401.0974,29.2360,-0.0133
401.7043,29.3764,0.0061
402.1199,29.4965,-0.0079
402.5534,29.6296,0.0070
403.1667,29.7421,0.0075
282.7907,44.9996,0.0076
283.5405,45.1554,-0.0243
284.2921,45.2981,-0.0009
284.9968,45.4178,0.0052
285.6484,45.5620,0.0077
286.3349,45.7162,-0.0236
287.1539,45.8541,-0.0023
287.8804,46.0178,0.0103
288.5712,46.1353,-0.0042
289.3361,46.2875,-0.0160
290.1421,46.4102,-0.0135
290.8475,46.5532,-0.0015
291.5737,46.6771,-0.0017
292.2389,46.8096,0.0085
293.0656,46.9284,-0.0112
293.8129,47.0851,-0.0166
294.4520,47.2161,-0.0198
295.2496,47.3401,0.0111
295.9573,47.4764,-0.0093
296.7985,47.6200,0.0026
297.4843,47.7525,-0.0128
298.2927,47.8885,0.0066
298.9185,47.9953,0.0064
299.6425,48.1504,-0.0104
300.5441,48.2722,0.0077
301.1975,48.3911,0.0110
301.9592,48.5376,-0.0014
302.7000,48.6385,-0.0098
303.4975,48.7856,0.0191
304.2016,48.8970,-0.0045
304.9842,49.0189,-0.0116
305.8282,49.1589,-0.0163
306.5897,49.2678,-0.0031
307.4107,49.4130,-0.0010
308.1379,49.5152,0.0098
308.7717,49.6495,0.0023
309.5732,49.7672,0.0005
310.4102,49.8854,0.0070
311.1598,49.9998,0.0094
311.9959,50.1187,0.0104
312.7592,50.2384,0.0092
313.5437,50.3720,-0.0003
314.2986,50.4638,-0.0162
315.0357,50.5988,-0.0060
315.9815,50.7152,0.0058
316.6152,50.8437,0.0037
317.3780,50.9521,-0.0024
318.1246,51.0535,0.0048
318.9916,51.1611,-0.0218
319.7100,51.2640,0.0062
320.4949,51.4047,-0.0044
321.2319,51.5114,-0.0086
322.0978,51.6243,-0.0183
322.8905,51.7300,-0.0043
323.7063,51.8427,0.0015
324.5611,51.9655,0.0063
325.3208,52.0576,-0.0189
326.0702,52.1716,0.0010
326.8916,52.2741,-0.0073
327.6784,52.3731,-0.0091
328.5270,52.4960,0.0048
329.3418,52.5954,-0.0050
330.1032,52.7041,-0.0104
330.9445,52.8150,0.0044
331.6703,52.9110,0.0055
332.4696,53.0311,-0.0086
333.3089,53.1370,-0.0062
334.2972,53.2448,0.0048
334.9279,53.3507,-0.0133
335.7533,53.4383,0.0009
336.5772,53.5409,0.0066
337.3349,53.6350,0.0050
338.2700,53.7473,-0.0043
339.0443,53.8493,0.0021
339.8827,53.9548,0.0005
340.6554,54.0468,0.0015
341.5029,54.1527,-0.0110
342.3483,54.2493,-0.0065
343.1502,54.3490,-0.0013
343.9355,54.4420,-0.0064
344.6386,54.5399,-0.0045
345.5618,54.6415,-0.0024
346.4040,54.7431,0.0035
347.2465,54.8307,0.0049
348.0516,54.9349,0.0085
348.9649,55.0059,0.0094
349.5653,55.1137,-0.0032
350.5457,55.2053,-0.0131
351.3495,55.3148,0.0008
352.2598,55.4016,0.0166
353.0606,55.4748,-0.0076
353.9099,55.5805,-0.0054
354.6677,55.6787,-0.0037
355.5337,55.7812,0.0013
356.4169,55.8504,0.0049
357.2332,55.9353,0.0072
357.9870,56.0437,0.0006
358.8579,56.1215,0.0151
359.7200,56.2313,-0.0056
360.6402,56.3115,-0.0175
223.6065,116.5466,-0.0113
222.6635,116.6742,-0.0089
221.8973,116.8024,0.0074
220.9375,116.9076,0.0169
220.0173,117.0323,-0.0085
219.0635,117.1530,0.0045
218.1642,117.2960,0.0017
217.3452,117.3858,-0.0025
216.3944,117.5064,-0.0018
215.5763,117.6656,-0.0052
214.5904,117.7688,-0.0136
213.7984,117.9098,0.0320
212.8410,118.0149,-0.0166
212.0357,118.1285,0.0106
211.0780,118.2686,0.0029
210.2082,118.4084,-0.0239
209.3531,118.5312,-0.0086
208.5130,118.6727,-0.0001
207.5415,118.8111,0.0123
206.7396,118.9368,0.0023
205.8108,119.0699,0.0069
204.9765,119.2117,0.0113
204.0411,119.3627,-0.0127
203.2311,119.4665,0.0002
202.4187,119.6318,0.0151
201.4242,119.7548,-0.0116
200.5930,119.9000,0.0162
199.7140,120.0358,0.0105
198.8325,120.2339,0.0027
197.9468,120.3483,-0.0063
197.0478,120.4821,-0.0005
196.1711,120.6398,0.0046
195.3072,120.7899,0.0194
194.4931,120.9427,0.0287
193.6200,121.0894,-0.0098
192.7866,121.2291,0.0002
191.9593,121.3841,0.0048
191.0769,121.5639,0.0026
190.3267,121.7344,-0.0137
189.3227,121.8969,-0.0116
188.5254,122.0441,-0.0004
187.7010,122.2219,0.0039
186.8219,122.3643,-0.0315
186.0125,122.5403,0.0214
185.1600,122.6784,-0.0026
184.2594,122.8743,0.0110
183.3752,123.0077,0.0080
182.5734,123.2327,0.0490
181.7387,123.4082,-0.0069
180.8432,123.5396,-0.0022
180.0165,123.7272,-0.0019
179.3050,123.9694,-0.0152
178.3550,124.0786,0.0191
177.5568,124.2989,-0.0012
176.8190,124.4683,-0.0030
175.9274,124.6516,0.0177
174.9967,124.8454,-0.0011
174.2075,125.0083,-0.0002
173.4681,125.2221,0.0163
172.6188,125.4162,-0.0112
171.8662,125.6100,-0.0057
171.0226,125.7656,-0.0203
170.1749,126.0244,0.0095
169.4676,126.1929,-0.0570
168.5447,126.3987,-0.0027
167.6572,126.5746,0.0129
166.9277,126.7781,-0.0332
166.0225,127.0003,-0.0166
165.2773,127.2278,-0.0007
164.5428,127.4057,0.0088
163.7329,127.6526,0.0160
162.9227,127.8466,0.0169
162.1414,128.0773,0.0086
161.3783,128.3130,0.0214
160.5313,128.4970,0.0172
159.8232,128.7393,0.0012
159.0005,128.9337,0.0319
158.1790,129.1717,-0.0133
157.4349,129.4376,0.0220
156.6492,129.6813,0.0232
155.9342,129.8813,0.0291
155.1324,130.1376,-0.0059
154.3917,130.3423,0.0091
153.5705,130.6295,0.0156
152.7899,130.8646,-0.0062
152.0621,131.1092,-0.0034
151.3398,131.3877,-0.0007
150.7101,131.6336,-0.0367
149.7866,131.8731,0.0023
149.0948,132.1125,-0.0267
148.3025,132.4000,-0.0027
147.5966,132.6821,-0.0086
146.8562,132.9039,-0.0470
146.0537,133.2184,0.0032
145.4008,133.4482,0.0067
144.7260,133.7444,0.0119
143.8796,134.0193,0.0147
143.1123,134.3087,-0.0083
142.5483,134.5738,-0.0103
141.7489,134.8699,-0.0319
140.9846,135.1566,-0.0064
140.2925,135.4239,-0.0059
139.7008,135.7153,-0.0296
138.9741,136.0412,0.0267
138.2629,136.2977,-0.0104
137.5534,136.6026,-0.0231
136.8096,136.9098,0.0551
136.1698,137.2649,-0.0080
135.5547,137.5580,0.0206
134.9138,137.8607,0.0013
134.1190,138.2365,-0.0024
133.4800,138.5053,-0.0414
132.9216,138.8227,-0.0258
132.3009,139.1609,-0.0260
131.4554,139.5020,-0.0091
130.8358,139.8372,-0.0260
130.2897,140.1442,-0.0090
129.6234,140.5263,0.0086
128.8999,140.8191,-0.0144
128.2492,141.2193,0.0061
127.6174,141.5290,-0.0028
127.0465,141.9246,-0.0474
126.5063,142.2705,-0.0036
125.8544,142.5785,-0.0028
125.1977,142.9489,-0.0220
124.5620,143.3738,-0.0181
124.0125,143.7406,0.0279
123.3981,144.1315,-0.0143
122.8138,144.4952,-0.0258
122.2504,144.8723,0.0262
121.6970,145.2628,-0.0477
121.1840,145.6701,0.0183
120.5265,146.0049,-0.0130
119.9233,146.4437,0.0162
119.4002,146.8896,-0.0416
119.0208,147.2337,0.0087
118.2951,147.6626,-0.0290
117.9070,148.0596,-0.0152
117.3197,148.5292,0.0551
116.7782,148.9161,0.0238
116.1918,149.3199,0.0183
115.7530,149.7954,0.0012
115.2413,150.1669,0.0157
114.7500,150.5792,-0.0062
114.3232,151.0574,0.0324
113.8212,151.5062,0.0506
113.3371,151.9506,-0.0013
112.8451,152.4083,-0.0026
112.5028,152.8484,0.0020
111.9289,153.3204,0.0293
111.5559,153.7698,0.0100
111.0618,154.1875,-0.0107
110.6245,154.7081,-0.0198
110.1724,155.1375,-0.0116
109.7277,155.6818,-0.0757
109.3710,156.1843,0.0131
108.8742,156.6349,-0.0372
108.5933,157.1575,-0.0110
108.1254,157.6481,0.0494
107.7722,158.1389,-0.0104
107.4027,158.6303,0.0462
107.0107,159.1166,0.0138
106.7254,159.6198,0.0143
106.3313,160.0727,-0.0031
105.9931,160.6244,0.0136
105.6723,161.1169,0.0061
105.2618,161.6553,0.0047
105.0752,162.1862,-0.0143
104.7943,162.7139,-0.0279
104.4819,163.2182,0.0078
104.1607,163.7861,0.0198
103.8333,164.2262,-0.0104
103.6054,164.7628,-0.0001
103.4067,165.3778,-0.0258
103.1112,165.8943,0.0046
102.9301,166.4691,0.0848
102.6886,166.9630,0.0275
102.3637,167.5170,0.0101
102.1806,168.0162,0.0520
102.0801,168.5783,-0.0250
101.7838,169.1952,-0.0580
101.6391,169.7146,0.0162
101.4027,170.2551,0.0021
101.3417,170.8579,0.0225
101.1672,171.3760,-0.0017
101.0284,172.0069,-0.0066
100.8354,172.5820,-0.0217
100.8232,173.1481,0.0144
100.5562,173.7588,0.0234
100.4535,174.2608,-0.0212
100.3552,174.7794,0.0627
100.3312,175.3957,0.0020
100.2567,175.9807,-0.0360
100.1681,176.5157,-0.0245
100.0895,177.1227,-0.0148
100.0400,177.7180,-0.0490
100.0490,178.2379,0.0047
99.9899,178.8156,-0.0099
100.1032,179.4081,0.0105
99.9871,179.9969,-0.0182
300.0488,89.9937,-0.0032
298.8874,89.9940,-0.0097
298.0295,90.0011,0.0175
297.0108,90.0022,-0.0124
295.9560,90.0009,0.0076
294.9794,89.9945,0.0060
293.9521,90.0121,0.0018
292.9607,90.0138,0.0007
291.9001,90.0226,-0.0178
290.9236,89.9973,-0.0110
289.9260,90.0153,0.0040
288.9450,89.9933,0.0065
287.8510,90.0005,-0.0010
286.8567,90.0104,0.0035
285.8544,90.0094,-0.0019
284.8148,90.0076,0.0136
283.8566,90.0169,-0.0211
282.7316,90.0057,-0.0112
281.7950,90.0112,0.0042
280.8235,90.0127,0.0015
279.7897,90.0049,-0.0110
278.8374,90.0096,0.0220
277.7116,90.0047,0.0125
276.8385,89.9814,-0.0014
275.7204,89.9983,-0.0008
274.7906,90.0115,0.0065
273.7545,90.0017,-0.0069
272.7840,90.0122,0.0079
271.6969,90.0267,-0.0172
270.7596,90.0051,0.0193
269.7403,90.0054,0.0162
268.7611,90.0051,0.0256
267.6634,90.0108,0.0026
266.6339,90.0098,-0.0058
265.6738,89.9825,-0.0130
264.7077,90.0063,-0.0069
263.6372,89.9929,0.0148
262.7029,89.9815,0.0185
261.5787,89.9996,0.0208
260.5613,89.9820,-0.0065
259.5811,90.0098,0.0026
258.5504,90.0178,-0.0003
257.5537,89.9988,0.0032
256.5649,90.0010,0.0075
255.5525,89.9844,0.0019
